MSN,StateCode,Year,Data
ESICB,US,1965,1462817
ESICB,US,1966,1581815
ESICB,US,1967,1654872
ESICB,US,1968,1778105
ESICB,US,1969,1908623
ESICB,US,1970,1947755
ESICB,US,1971,2011197
ESICB,US,1972,2187017
ESICB,US,1973,2340923
ESICB,US,1974,2336794
ESICB,US,1975,2346363
ESICB,US,1976,2572883
ESICB,US,1977,2681959
ESICB,US,1978,2760575
ESICB,US,1979,2872573
ESICB,US,1980,2781005
ESICB,US,1981,2817436
ESICB,US,1982,2541765
ESICB,US,1983,2647710
ESICB,US,1984,2858697
ESICB,US,1985,2855066
ESICB,US,1986,2833770
ESICB,US,1987,2928291
ESICB,US,1988,3058852
ESICB,US,1989,3158347
ESICB,US,1990,3226120
ESICB,US,1991,3229743
ESICB,US,1992,3318900
ESICB,US,1993,3334084
ESICB,US,1994,3439232
ESICB,US,1995,3455310
ESICB,US,1996,3526750
ESICB,US,1997,3542328
ESICB,US,1998,3586705
ESICB,US,1999,3610635
ESICB,US,2000,3631185
ESICB,US,2001,3400431
ESICB,US,2002,3378691
ESICB,US,2003,3454218
ESICB,US,2004,3472903
ESICB,US,2005,3477360
ESICB,US,2006,3450547
ESICB,US,2007,3506963
ESICB,US,2008,3444469
ESICB,US,2009,3130225
ESICB,US,2010,3313807
ESICB,US,2011,3382369
ESICB,US,2012,3363256
ESICB,US,2013,3362021
ESICB,US,2014,3403730
ESICB,US,2015,3365964
ESICD,US,1994,14
ESICP,US,1960,324402
ESICP,US,1961,336826
ESICP,US,1962,359854
ESICP,US,1963,377430
ESICP,US,1964,405049
ESICP,US,1965,428727
ESICP,US,1966,463603
ESICP,US,1967,485015
ESICP,US,1968,521133
ESICP,US,1969,559385
ESICP,US,1970,570854
ESICP,US,1971,589448
ESICP,US,1972,640978
ESICP,US,1973,686085
ESICP,US,1974,684875
ESICP,US,1975,687680
ESICP,US,1976,754069
ESICP,US,1977,786037
ESICP,US,1978,809078
ESICP,US,1979,841903
ESICP,US,1980,815066
ESICP,US,1981,825743
ESICP,US,1982,744949
ESICP,US,1983,775999
ESICP,US,1984,837836
ESICP,US,1985,836772
ESICP,US,1986,830531
ESICP,US,1987,858233
ESICP,US,1988,896498
ESICP,US,1989,925659
ESICP,US,1990,945522
ESICP,US,1991,946583
ESICP,US,1992,972714
ESICP,US,1993,977164
ESICP,US,1994,1007981
ESICP,US,1995,1012693
ESICP,US,1996,1033631
ESICP,US,1997,1038197
ESICP,US,1998,1051203
ESICP,US,1999,1058217
ESICP,US,2000,1064239
ESICP,US,2001,996609
ESICP,US,2002,990238
ESICP,US,2003,1012373
ESICP,US,2004,1017850
ESICP,US,2005,1019156
ESICP,US,2006,1011298
ESICP,US,2007,1027832
ESICP,US,2008,1009516
ESICP,US,2009,917416
ESICP,US,2010,971221
ESICP,US,2011,991316
ESICP,US,2012,985714
ESICP,US,2013,985352
ESICP,US,2014,997576
ESICP,US,2015,986508
ESICV,US,1971,6256
ESICV,US,1972,7173
ESICV,US,1974,11184
ESICV,US,1991,44201
ESICV,US,2004,51491
ESICV,US,2011,64566
ESISB,US,1970,1881319
ESISB,US,1971,1940500
ESISB,US,1972,2109865
ESISB,US,1973,2261143
ESISB,US,1974,2257970
ESISB,US,1975,2268146
ESISB,US,1976,2483055
ESISB,US,1977,2587146
ESISB,US,1978,2665820
ESISB,US,1979,2774038
ESISB,US,1980,2668870
ESISB,US,1981,2704689
ESISB,US,1982,2437631
ESISB,US,1983,2546397
ESISB,US,1984,2758541
ESISB,US,1985,2759110
ESISB,US,1986,2717936
ESISB,US,1987,2796854
ESISB,US,1988,2939548
ESISB,US,1989,3050457
ESISB,US,1990,3114947
ESISB,US,1991,3117631
ESISB,US,1992,3207990
ESISB,US,1993,3214961
ESISB,US,1994,3303902
ESISB,US,1995,3319980
ESISB,US,1996,3417119
ESISB,US,1997,3432697
ESISB,US,1998,3475518
ESISB,US,1999,3499032
ESISB,US,2000,3519172
ESISB,US,2001,3283785
ESISB,US,2002,3260223
ESISB,US,2003,3338152
ESISB,US,2004,3348726
ESISB,US,2005,3352502
ESISB,US,2006,3316275
ESISB,US,2007,3364242
ESISB,US,2008,3298838
ESISB,US,2009,2983444
ESISB,US,2010,3156080
ESISB,US,2011,3224751
ESISB,US,2012,3210961
ESISB,US,2013,3204806
ESISB,US,2014,3242598
ESISB,US,2015,3206071
ESRCB,US,1960,687393
ESRCB,US,1961,731686
ESRCB,US,1962,794320
ESRCB,US,1963,855568
ESRCB,US,1964,927525
ESRCB,US,1965,992935
ESRCB,US,1966,1081223
ESRCB,US,1967,1160469
ESRCB,US,1968,1301916
ESRCB,US,1969,1456024
ESRCB,US,1970,1590983
ESRCB,US,1971,1704403
ESRCB,US,1972,1837735
ESRCB,US,1973,1976337
ESRCB,US,1974,1972763
ESRCB,US,1975,2006735
ESRCB,US,1976,2069215
ESRCB,US,1977,2201555
ESRCB,US,1978,2301276
ESRCB,US,1979,2329778
ESRCB,US,1980,2448086
ESRCB,US,1981,2464367
ESRCB,US,1982,2489120
ESRCB,US,1983,2562235
ESRCB,US,1984,2661673
ESRCB,US,1985,2708902
ESRCB,US,1986,2794729
ESRCB,US,1987,2901600
ESRCB,US,1988,3046459
ESRCB,US,1989,3089650
ESRCB,US,1990,3152752
ESRCB,US,1991,3259884
ESRCB,US,1992,3193423
ESRCB,US,1993,3394192
ESRCB,US,1994,3440939
ESRCB,US,1995,3557015
ESRCB,US,1996,3693530
ESRCB,US,1997,3670903
ESRCB,US,1998,3855932
ESRCB,US,1999,3906478
ESRCB,US,2000,4068627
ESRCB,US,2001,4099882
ESRCB,US,2002,4316794
ESRCB,US,2003,4353111
ESRCB,US,2004,4408241
ESRCB,US,2005,4637683
ESRCB,US,2006,4611386
ESRCB,US,2007,4750326
ESRCB,US,2008,4710818
ESRCB,US,2009,4656555
ESRCB,US,2010,4932757
ESRCB,US,2011,4854597
ESRCB,US,2012,4689844
ESRCB,US,2013,4759099
ESRCB,US,2014,4801395
ESRCB,US,2015,4790777
ESRCP,US,1960,201463
ESRCP,US,1961,214445
ESRCP,US,1962,232802
ESRCP,US,1963,250753
ESRCP,US,1964,271842
ESRCP,US,1965,291013
ESRCP,US,1966,316888
ESRCP,US,1967,340114
ESRCP,US,1968,381570
ESRCP,US,1969,426736
ESRCP,US,1970,466291
ESRCP,US,1971,499532
ESRCP,US,1972,538609
ESRCP,US,1973,579231
ESRCP,US,1974,578184
ESRCP,US,1975,588140
ESRCP,US,1976,606452
ESRCP,US,1977,645239
ESRCP,US,1978,674466
ESRCP,US,1979,682819
ESRCP,US,1980,717493
ESRCP,US,1981,722265
ESRCP,US,1982,729519
ESRCP,US,1983,750948
ESRCP,US,1984,780092
ESRCP,US,1985,793934
ESRCP,US,1986,819088
ESRCP,US,1987,850410
ESRCP,US,1988,892866
ESRCP,US,1989,905525
ESRCP,US,1990,924019
ESRCP,US,1991,955417
ESRCP,US,1992,935939
ESRCP,US,1993,994781
ESRCP,US,1994,1008482
ESRCP,US,1995,1042501
ESRCP,US,1996,1082512
ESRCP,US,1997,1075880
ESRCP,US,1998,1130109
ESRCP,US,1999,1144923
ESRCP,US,2000,1192446
ESRCP,US,2001,1201607
ESRCP,US,2002,1265180
ESRCP,US,2003,1275824
ESRCP,US,2004,1291982
ESRCP,US,2005,1359227
ESRCP,US,2006,1351520
ESRCP,US,2007,1392241
ESRCP,US,2008,1380662
ESRCP,US,2009,1364758
ESRCP,US,2010,1445708
ESRCP,US,2011,1422801
ESRCP,US,2012,1374515
ESRCP,US,2013,1394812
ESRCP,US,2014,1407208
ESRCP,US,2015,1404096
ESRCV,US,1982,50045
ESRCV,US,1991,76828
ESRCV,US,2010,166778
ESRCV,US,2014,176178
ESRFB,US,1970,66435
ESRFB,US,1971,70697
ESRFB,US,1972,77152
ESRFB,US,1973,79779
ESRFB,US,1974,78824
ESRFB,US,1975,78217
ESRFB,US,1976,89828
ESRFB,US,1977,94813
ESRFB,US,1978,94755
ESRFB,US,1979,98535
ESRFB,US,1980,112135
ESRFB,US,1981,112746
ESRFB,US,1982,104134
ESRFB,US,1983,101313
ESRFB,US,1984,100156
ESRFB,US,1985,95956
ESRFB,US,1986,115834
ESRFB,US,1987,131437
ESRFB,US,1988,119304
ESRFB,US,1989,107891
ESRFB,US,1990,111173
ESRFB,US,1991,112111
ESRFB,US,1992,110910
ESRFB,US,1993,119123
ESRFB,US,1994,135330
ESRFB,US,1995,135330
ESRFB,US,1996,109631
ESRFB,US,1997,109631
ESRFB,US,1998,111187
ESRFB,US,1999,111603
ESRFB,US,2000,112013
ESRFB,US,2001,116646
ESRFB,US,2002,118468
ESRFB,US,2003,116066
ESRFB,US,2004,124176
ESRFB,US,2005,124859
ESRFB,US,2006,134272
ESRFB,US,2007,142721
ESRFB,US,2008,145631
ESRFB,US,2009,146781
ESRFB,US,2010,157727
ESRFB,US,2011,157617
ESRFB,US,2012,152295
ESRFB,US,2013,157215
ESRFB,US,2014,161132
ESRFB,US,2015,159893
ESTCB,US,1960,2347711
ESTCB,US,1961,2463294
ESTCB,US,1962,2653170
ESTCB,US,1963,2840876
ESTCB,US,1964,3057353
ESTCB,US,1965,3254329
ESTCB,US,1966,3531913
ESTCB,US,1967,3750529
ESTCB,US,1968,4104196
ESTCB,US,1969,4482799
ESTCB,US,1970,4750527
ESTCB,US,1971,5014071
ESTCB,US,1972,5442688
ESTCB,US,1973,5844445
ESTCB,US,1974,5820612
ESTCB,US,1975,5961073
ESTCB,US,1976,6330100
ESTCB,US,1977,6647808
ESTCB,US,1978,6885149
ESTCB,US,1979,7066590
ESTCB,US,1980,7146253
ESTCB,US,1981,7325911
ESTCB,US,1982,7118934
ESTCB,US,1983,7339057
ESTCB,US,1984,7799137
ESTCB,US,1985,7929399
ESTCB,US,1986,8082185
ESTCB,US,1987,8384213
ESTCB,US,1988,8796349
ESTCB,US,1989,9030913
ESTCB,US,1990,9255237
ESTCB,US,1991,9423954
ESTCB,US,1992,9428603
ESTCB,US,1993,9763310
ESTCB,US,1994,10012728
ESTCB,US,1995,10281334
ESTCB,US,1996,10581045
ESTCB,US,1997,10732823
ESTCB,US,1998,11137555
ESTCB,US,1999,11300841
ESTCB,US,2000,11673865
ESTCB,US,2001,11581891
ESTCB,US,2002,11824170
ESTCB,US,2003,11920869
ESTCB,US,2004,12104000
ESTCB,US,2005,12491225
ESTCB,US,2006,12521763
ESTCB,US,2007,12844681
ESTCB,US,2008,12740287
ESTCB,US,2009,12272265
ESTCB,US,2010,12811519
ESTCB,US,2011,12794475
ESTCB,US,2012,12606145
ESTCB,US,2013,12709249
ESTCB,US,2014,12845157
ESTCB,US,2015,12825682
ESTCP,US,1960,688075
ESTCP,US,1961,721950
ESTCP,US,1962,777600
ESTCP,US,1963,832613
ESTCP,US,1964,896059
ESTCP,US,1965,953789
ESTCP,US,1966,1035145
ESTCP,US,1967,1099217
ESTCP,US,1968,1202871
ESTCP,US,1969,1313833
ESTCP,US,1970,1392300
ESTCP,US,1971,1469540
ESTCP,US,1972,1595161
ESTCP,US,1973,1712909
ESTCP,US,1974,1705924
ESTCP,US,1975,1747091
ESTCP,US,1976,1855246
ESTCP,US,1977,1948361
ESTCP,US,1978,2017922
ESTCP,US,1979,2071099
ESTCP,US,1980,2094447
ESTCP,US,1981,2147102
ESTCP,US,1982,2086440
ESTCP,US,1983,2150955
ESTCP,US,1984,2285796
ESTCP,US,1985,2323974
ESTCP,US,1986,2368753
ESTCP,US,1987,2457272
ESTCP,US,1988,2578063
ESTCP,US,1989,2646809
ESTCP,US,1990,2712555
ESTCP,US,1991,2762003
ESTCP,US,1992,2763365
ESTCP,US,1993,2861462
ESTCP,US,1994,2934563
ESTCP,US,1995,3013287
ESTCP,US,1996,3101127
ESTCP,US,1997,3145610
ESTCP,US,1998,3264231
ESTCP,US,1999,3312087
ESTCP,US,2000,3421414
ESTCP,US,2001,3394458
ESTCP,US,2002,3465466
ESTCP,US,2003,3493807
ESTCP,US,2004,3547479
ESTCP,US,2005,3660969
ESTCP,US,2006,3669919
ESTCP,US,2007,3764561
ESTCP,US,2008,3733965
ESTCP,US,2009,3596795
ESTCP,US,2010,3754841
ESTCP,US,2011,3749846
ESTCP,US,2012,3694650
ESTCP,US,2013,3724868
ESTCP,US,2014,3764700
ESTCP,US,2015,3758992
ESTCV,US,1977,66225
ESTCV,US,1980,98095
ESTCV,US,2009,350435
ESTXB,US,1960,2347711
ESTXB,US,1961,2463294
ESTXB,US,1962,2653170
ESTXB,US,1963,2840876
ESTXB,US,1964,3057353
ESTXB,US,1965,3254329
ESTXB,US,1966,3531913
ESTXB,US,1967,3750529
ESTXB,US,1968,4104196
ESTXB,US,1969,4482799
ESTXB,US,1970,4750527
ESTXB,US,1971,5014071
ESTXB,US,1972,5442688
ESTXB,US,1973,5844445
ESTXB,US,1974,5820612
ESTXB,US,1975,5961073
ESTXB,US,1976,6330100
ESTXB,US,1977,6647808
ESTXB,US,1978,6885149
ESTXB,US,1979,7066590
ESTXB,US,1980,7146253
ESTXB,US,1981,7325911
ESTXB,US,1982,7118934
ESTXB,US,1983,7339057
ESTXB,US,1984,7799137
ESTXB,US,1985,7929399
ESTXB,US,1986,8082185
ESTXB,US,1987,8384213
ESTXB,US,1988,8796349
ESTXB,US,1989,9030913
ESTXB,US,1990,9255237
ESTXB,US,1991,9423954
ESTXB,US,1992,9428603
ESTXB,US,1993,9763310
ESTXB,US,1994,10012728
ESTXB,US,1995,10281334
ESTXB,US,1996,10581045
ESTXB,US,1997,10732823
ESTXB,US,1998,11137555
ESTXB,US,1999,11300841
ESTXB,US,2000,11673865
ESTXB,US,2001,11581891
ESTXB,US,2002,11824170
ESTXB,US,2003,11920869
ESTXB,US,2004,12104000
ESTXB,US,2005,12491225
ESTXB,US,2006,12521763
ESTXB,US,2007,12844681
ESTXB,US,2008,12740287
ESTXB,US,2009,12272265
ESTXB,US,2010,12811519
ESTXB,US,2011,12794475
ESTXB,US,2012,12606145
ESTXB,US,2013,12709249
ESTXB,US,2014,12845157
ESTXB,US,2015,12825682
ESTXP,US,1960,688075
ESTXP,US,1961,721950
ESTXP,US,1962,777600
ESTXP,US,1963,832613
ESTXP,US,1964,896059
ESTXP,US,1965,953789
ESTXP,US,1966,1035145
ESTXP,US,1967,1099217
ESTXP,US,1968,1202871
ESTXP,US,1969,1313833
ESTXP,US,1970,1392300
ESTXP,US,1971,1469540
ESTXP,US,1972,1595161
ESTXP,US,1973,1712909
ESTXP,US,1974,1705924
ESTXP,US,1975,1747091
ESTXP,US,1976,1855246
ESTXP,US,1977,1948361
ESTXP,US,1978,2017922
ESTXP,US,1979,2071099
ESTXP,US,1980,2094447
ESTXP,US,1981,2147102
ESTXP,US,1982,2086440
ESTXP,US,1983,2150955
ESTXP,US,1984,2285796
ESTXP,US,1985,2323974
ESTXP,US,1986,2368753
ESTXP,US,1987,2457272
ESTXP,US,1988,2578063
ESTXP,US,1989,2646809
ESTXP,US,1990,2712555
ESTXP,US,1991,2762003
ESTXP,US,1992,2763365
ESTXP,US,1993,2861462
ESTXP,US,1994,2934563
ESTXP,US,1995,3013287
ESTXP,US,1996,3101127
ESTXP,US,1997,3145610
ESTXP,US,1998,3264231
ESTXP,US,1999,3312087
ESTXP,US,2000,3421414
ESTXP,US,2001,3394458
ESTXP,US,2002,3465466
ESTXP,US,2003,3493807
ESTXP,US,2004,3547479
ESTXP,US,2005,3660969
ESTXP,US,2006,3669919
ESTXP,US,2007,3764561
ESTXP,US,2008,3733965
ESTXP,US,2009,3596795
ESTXP,US,2010,3754841
ESTXP,US,2011,3749846
ESTXP,US,2012,3694650
ESTXP,US,2013,3724868
ESTXP,US,2014,3764700
ESTXP,US,2015,3758992
ESTXV,US,1977,66225
ESTXV,US,1980,98095
ESTXV,US,2009,350435
FFTCB,US,1960,42129587
FFTCB,US,1961,42751574
FFTCB,US,1962,44678748
FFTCB,US,1963,46526235
FFTCB,US,1964,48554307
FFTCB,US,1965,50589096
FFTCB,US,1966,53525669
FFTCB,US,1967,55148924
FFTCB,US,1968,58502685
FFTCB,US,1969,61344411
FFTCB,US,1970,63425554
FFTCB,US,1971,64499368
FFTCB,US,1972,67713053
FFTCB,US,1973,70385437
FFTCB,US,1974,67890327
FFTCB,US,1975,65378553
FFTCB,US,1976,69134800
FFTCB,US,1977,71018151
FFTCB,US,1978,71924886
FFTCB,US,1979,72914384
FFTCB,US,1980,69857405
FFTCB,US,1981,67603609
FFTCB,US,1982,63846682
FFTCB,US,1983,63115659
FFTCB,US,1984,66444894
FFTCB,US,1985,66164842
FFTCB,US,1986,66025633
FFTCB,US,1987,68469033
FFTCB,US,1988,71608289
FFTCB,US,1989,72902171
FFTCB,US,1990,72351887
FFTCB,US,1991,71877911
FFTCB,US,1992,73401200
FFTCB,US,1993,74808431
FFTCB,US,1994,76279650
FFTCB,US,1995,77324688
FFTCB,US,1996,79853513
FFTCB,US,1997,81023683
FFTCB,US,1998,81382478
FFTCB,US,1999,82404349
FFTCB,US,2000,84725860
FFTCB,US,2001,82876832
FFTCB,US,2002,83707389
FFTCB,US,2003,83991900
FFTCB,US,2004,85765039
FFTCB,US,2005,85718219
FFTCB,US,2006,84566642
FFTCB,US,2007,85949172
FFTCB,US,2008,83188681
FFTCB,US,2009,78056484
FFTCB,US,2010,80889934
FFTCB,US,2011,79484268
FFTCB,US,2012,77526699
FFTCB,US,2013,79531348
FFTCB,US,2014,80342065
FFTCB,US,2015,79434479
FNICB,US,1960,0
FNICB,US,1961,0
FNICB,US,1962,0
FNICB,US,1963,115571
FNICB,US,1964,129012
FNICB,US,1965,123438
FNICB,US,1966,209154
FNICB,US,1967,264232
FNICB,US,1968,291883
FNICB,US,1969,302122
FNICB,US,1970,300600
FNICB,US,1971,298197
FNICB,US,1972,304778
FNICB,US,1973,298202
FNICB,US,1974,324741
FNICB,US,1975,280831
FNICB,US,1976,384663
FNICB,US,1977,389806
FNICB,US,1978,393038
FNICB,US,1979,455070
FNICB,US,1980,474797
FNICB,US,1981,440517
FNICB,US,1982,316129
FNICB,US,1983,283744
FNICB,US,1984,276108
FNICB,US,1985,235798
FNICB,US,1986,341382
FNICB,US,1987,347900
FNICB,US,1988,355583
FNICB,US,1989,388583
FNICB,US,1990,347801
FNICB,US,1991,298947
FNICB,US,1992,377127
FNICB,US,1993,350593
FNICB,US,1994,398339
FNICB,US,1995,372965
FNICB,US,1996,479310
FNICB,US,1997,536377
FNICB,US,1998,583992
FNICB,US,1999,502076
FNICB,US,2000,613533
FNICB,US,2001,493716
FNICB,US,2002,582554
FNICB,US,2003,612956
FNICB,US,2004,749430
FNICB,US,2005,698666
FNICB,US,2006,628852
FNICB,US,2007,562454
FNICB,US,2008,477174
FNICB,US,2009,471869
FNICB,US,2010,490573
FNICB,US,2011,487319
FNICB,US,2012,453921
FNICB,US,2013,517836
FNICB,US,2014,442606
FNICB,US,2015,428058
FNICP,US,1960,0
FNICP,US,1961,0
FNICP,US,1962,0
FNICP,US,1963,22022
FNICP,US,1964,24583
FNICP,US,1965,23521
FNICP,US,1966,39854
FNICP,US,1967,50349
FNICP,US,1968,55618
FNICP,US,1969,57569
FNICP,US,1970,57279
FNICP,US,1971,56821
FNICP,US,1972,58075
FNICP,US,1973,56822
FNICP,US,1974,61879
FNICP,US,1975,53512
FNICP,US,1976,73297
FNICP,US,1977,74277
FNICP,US,1978,74893
FNICP,US,1979,86713
FNICP,US,1980,90472
FNICP,US,1981,83940
FNICP,US,1982,60238
FNICP,US,1983,54067
FNICP,US,1984,52612
FNICP,US,1985,44931
FNICP,US,1986,65050
FNICP,US,1987,66292
FNICP,US,1988,67756
FNICP,US,1989,74044
FNICP,US,1990,66273
FNICP,US,1991,56964
FNICP,US,1992,71861
FNICP,US,1993,66805
FNICP,US,1994,75903
FNICP,US,1995,71068
FNICP,US,1996,91332
FNICP,US,1997,102206
FNICP,US,1998,111279
FNICP,US,1999,95670
FNICP,US,2000,116908
FNICP,US,2001,94077
FNICP,US,2002,111005
FNICP,US,2003,116798
FNICP,US,2004,142803
FNICP,US,2005,133130
FNICP,US,2006,119827
FNICP,US,2007,107175
FNICP,US,2008,90925
FNICP,US,2009,89914
FNICP,US,2010,93478
FNICP,US,2011,92858
FNICP,US,2012,86494
FNICP,US,2013,98673
FNICP,US,2014,84338
FNICP,US,2015,81566
FNICV,US,1983,1928
FNICV,US,1992,1629
FOICB,US,1960,0
FOICB,US,1961,0
FOICB,US,1962,0
FOICB,US,1963,131785
FOICB,US,1964,147477
FOICB,US,1965,130643
FOICB,US,1966,139066
FOICB,US,1967,140115
FOICB,US,1968,160036
FOICB,US,1969,157823
FOICB,US,1970,182556
FOICB,US,1971,218705
FOICB,US,1972,296749
FOICB,US,1973,353455
FOICB,US,1974,327447
FOICB,US,1975,276909
FOICB,US,1976,361797
FOICB,US,1977,571858
FOICB,US,1978,711582
FOICB,US,1979,846361
FOICB,US,1980,858821
FOICB,US,1981,727665
FOICB,US,1982,521833
FOICB,US,1983,511720
FOICB,US,1984,470013
FOICB,US,1985,505260
FOICB,US,1986,610186
FOICB,US,1987,555297
FOICB,US,1988,583117
FOICB,US,1989,545453
FOICB,US,1990,753924
FOICB,US,1991,827296
FOICB,US,1992,814516
FOICB,US,1993,844077
FOICB,US,1994,838643
FOICB,US,1995,801013
FOICB,US,1996,729645
FOICB,US,1997,861244
FOICB,US,1998,818669
FOICB,US,1999,811143
FOICB,US,2000,722154
FOICB,US,2001,662454
FOICB,US,2002,632065
FOICB,US,2003,699379
FOICB,US,2004,779490
FOICB,US,2005,707982
FOICB,US,2006,790639
FOICB,US,2007,744091
FOICB,US,2008,647763
FOICB,US,2009,424776
FOICB,US,2010,452521
FOICB,US,2011,388528
FOICB,US,2012,287242
FOICB,US,2013,223919
FOICB,US,2014,247225
FOICB,US,2015,229039
FOICD,US,1976,3
FOICD,US,1983,8
FOICP,US,1960,0
FOICP,US,1961,0
FOICP,US,1962,0
FOICP,US,1963,22624
FOICP,US,1964,25318
FOICP,US,1965,22428
FOICP,US,1966,23874
FOICP,US,1967,24054
FOICP,US,1968,27474
FOICP,US,1969,27094
FOICP,US,1970,31340
FOICP,US,1971,37546
FOICP,US,1972,50944
FOICP,US,1973,60679
FOICP,US,1974,56214
FOICP,US,1975,47538
FOICP,US,1976,62111
FOICP,US,1977,98173
FOICP,US,1978,122160
FOICP,US,1979,145298
FOICP,US,1980,147437
FOICP,US,1981,124921
FOICP,US,1982,89585
FOICP,US,1983,87849
FOICP,US,1984,80689
FOICP,US,1985,86740
FOICP,US,1986,104753
FOICP,US,1987,95330
FOICP,US,1988,100106
FOICP,US,1989,93640
FOICP,US,1990,129429
FOICP,US,1991,142025
FOICP,US,1992,139831
FOICP,US,1993,144906
FOICP,US,1994,143973
FOICP,US,1995,137513
FOICP,US,1996,125261
FOICP,US,1997,147853
FOICP,US,1998,140544
FOICP,US,1999,139252
FOICP,US,2000,123975
FOICP,US,2001,113726
FOICP,US,2002,108509
FOICP,US,2003,120065
FOICP,US,2004,133818
FOICP,US,2005,121542
FOICP,US,2006,135732
FOICP,US,2007,127741
FOICP,US,2008,111204
FOICP,US,2009,72923
FOICP,US,2010,77686
FOICP,US,2011,66700
FOICP,US,2012,49312
FOICP,US,2013,38441
FOICP,US,2014,42442
FOICP,US,2015,39320
FOICV,US,1979,4209
FOICV,US,1980,6564
FOICV,US,1988,2360
FOICV,US,1994,3607
FOICV,US,2009,6948
FSICB,US,1960,0
FSICB,US,1961,0
FSICB,US,1962,0
FSICB,US,1963,47004
FSICB,US,1964,46188
FSICB,US,1965,53556
FSICB,US,1966,60408
FSICB,US,1967,57192
FSICB,US,1968,59064
FSICB,US,1969,59910
FSICB,US,1970,75384
FSICB,US,1971,96948
FSICB,US,1972,88068
FSICB,US,1973,74568
FSICB,US,1974,86250
FSICB,US,1975,94338
FSICB,US,1976,104688
FSICB,US,1977,105624
FSICB,US,1978,119868
FSICB,US,1979,78852
FSICB,US,1980,91920
FSICB,US,1981,42756
FSICB,US,1982,44604
FSICB,US,1983,54930
FSICB,US,1984,69396
FSICB,US,1985,75690
FSICB,US,1986,0
FSICB,US,1987,0
FSICB,US,1988,0
FSICB,US,1989,0
FSICB,US,1990,0
FSICB,US,1991,0
FSICB,US,1992,0
FSICB,US,1993,0
FSICB,US,1994,0
FSICB,US,1995,0
FSICB,US,1996,0
FSICB,US,1997,0
FSICB,US,1998,0
FSICB,US,1999,0
FSICB,US,2000,0
FSICB,US,2001,0
FSICB,US,2002,0
FSICB,US,2003,0
FSICB,US,2004,0
FSICB,US,2005,0
FSICB,US,2006,0
FSICB,US,2007,0
FSICB,US,2008,0
FSICB,US,2009,0
FSICB,US,2010,0
FSICB,US,2011,0
FSICB,US,2012,0
FSICB,US,2013,0
FSICB,US,2014,0
FSICB,US,2015,0
FSICD,US,1986,0
FSICD,US,1987,0
FSICD,US,1988,0
FSICD,US,1989,0
FSICD,US,1990,0
FSICD,US,1991,0
FSICD,US,1992,0
FSICD,US,1993,0
FSICD,US,1994,0
FSICD,US,1995,0
FSICD,US,1996,0
FSICD,US,1997,0
FSICD,US,1998,0
FSICD,US,1999,0
FSICD,US,2000,0
FSICD,US,2001,0
FSICD,US,2002,0
FSICD,US,2003,0
FSICD,US,2004,0
FSICD,US,2005,0
FSICD,US,2006,0
FSICD,US,2007,0
FSICD,US,2008,0
FSICD,US,2009,0
FSICD,US,2010,0
FSICD,US,2011,0
FSICD,US,2012,0
FSICD,US,2013,0
FSICD,US,2014,0
FSICD,US,2015,0
FSICP,US,1960,0
FSICP,US,1961,0
FSICP,US,1962,0
FSICP,US,1963,7834
FSICP,US,1964,7698
FSICP,US,1965,8926
FSICP,US,1966,10068
FSICP,US,1967,9532
FSICP,US,1968,9844
FSICP,US,1969,9985
FSICP,US,1970,12564
FSICP,US,1971,16158
FSICP,US,1972,14678
FSICP,US,1973,12428
FSICP,US,1974,14375
FSICP,US,1975,15723
FSICP,US,1976,17448
FSICP,US,1977,17604
FSICP,US,1978,19978
FSICP,US,1979,13142
FSICP,US,1980,15320
FSICP,US,1981,7126
FSICP,US,1982,7434
FSICP,US,1983,9155
FSICP,US,1984,11566
FSICP,US,1985,12615
FSICP,US,1986,0
FSICP,US,1987,0
FSICP,US,1988,0
FSICP,US,1989,0
FSICP,US,1990,0
FSICP,US,1991,0
FSICP,US,1992,0
FSICP,US,1993,0
FSICP,US,1994,0
FSICP,US,1995,0
FSICP,US,1996,0
FSICP,US,1997,0
FSICP,US,1998,0
FSICP,US,1999,0
FSICP,US,2000,0
FSICP,US,2001,0
FSICP,US,2002,0
FSICP,US,2003,0
FSICP,US,2004,0
FSICP,US,2005,0
FSICP,US,2006,0
FSICP,US,2007,0
FSICP,US,2008,0
FSICP,US,2009,0
FSICP,US,2010,0
FSICP,US,2011,0
FSICP,US,2012,0
FSICP,US,2013,0
FSICP,US,2014,0
FSICP,US,2015,0
FSICV,US,1974,99
FSICV,US,1980,371
FSICV,US,1986,0
FSICV,US,1987,0
FSICV,US,1988,0
FSICV,US,1989,0
FSICV,US,1990,0
FSICV,US,1991,0
FSICV,US,1992,0
FSICV,US,1993,0
FSICV,US,1994,0
FSICV,US,1995,0
FSICV,US,1996,0
FSICV,US,1997,0
FSICV,US,1998,0
FSICV,US,1999,0
FSICV,US,2000,0
FSICV,US,2001,0
FSICV,US,2002,0
FSICV,US,2003,0
FSICV,US,2004,0
FSICV,US,2005,0
FSICV,US,2006,0
FSICV,US,2007,0
FSICV,US,2008,0
FSICV,US,2009,0
FSICV,US,2010,0
FSICV,US,2011,0
FSICV,US,2012,0
FSICV,US,2013,0
FSICV,US,2014,0
FSICV,US,2015,0
GDPRV,US,1997,8608500
GDPRV,US,1998,9089200
