StateCode,Year,RETCB(TOAL),EMTCB(ETHONAL),GETCB(GEOTHERMAL),HYTCB(HYDRO),SOTCB(SOLAR),WYTCB(WIND),WWTCB(WOODWASTE)
NE,1963,13199,0,0,10626,0,0,2573
NE,1964,12801,0,0,10489,0,0,2311
NE,1965,13563,0,0,11663,0,0,1901
NE,1966,13955,0,0,12107,0,0,1848
NE,1967,13879,0,0,12135,0,0,1743
NE,1968,14714,0,0,13040,0,0,1673
NE,1969,14532,0,0,12929,0,0,1603
NE,1970,15950,0,0,14383,0,0,1567
NE,1971,15845,0,0,14243,0,0,1602
NE,1972,16822,0,0,14240,0,0,2582
NE,1973,16912,0,0,14243,0,0,2669
NE,1974,16161,0,0,13509,0,0,2652
NE,1975,15399,0,0,12624,0,0,2775
NE,1976,16378,0,0,13240,0,0,3138
NE,1977,16136,0,0,12738,0,0,3398
NE,1978,16096,0,0,12303,0,0,3794
NE,1979,16832,0,0,12899,0,0,3933
NE,1980,19778,0,0,13875,0,0,5903
NE,1981,18113,299,0,12510,0,0,5304
NE,1982,19739,739,0,12672,0,0,6328
NE,1983,21516,1478,0,14157,0,0,5882
NE,1984,22853,1621,0,14037,0,0,7195
NE,1985,24632,1580,0,15051,0,0,7421
NE,1986,26645,1629,0,17528,0,0,6774
NE,1987,24830,2044,0,16329,0,0,5676
NE,1988,22964,2176,0,13940,0,0,6064
NE,1989,22066,2718,56,12083,8,0,6402
NE,1990,19705,2462,80,11859,9,0,4457
NE,1991,19436,2902,102,10902,9,0,4670
NE,1992,21140,3425,124,11122,10,0,4969
NE,1993,20857,2799,145,10326,10,0,4267
NE,1994,24719,1889,162,13533,16,0,4100
NE,1995,33382,2244,184,14706,15,0,4176
NE,1996,38423,1452,224,16564,15,0,7773
NE,1997,41932,1657,248,17080,15,0,6317
NE,1998,42665,1747,311,17160,15,0,5803
NE,1999,44610,2043,320,17579,14,0,5936
NE,2000,43687,2749,320,15309,14,0,5662
NE,2001,43390,2291,353,11616,13,27,7648
NE,2002,44189,2892,378,11165,12,82,8238
NE,2003,45526,3154,512,9924,12,387,8628
NE,2004,52082,2985,575,9145,11,385,8576
NE,2005,51509,1515,671,8714,15,966,8042
NE,2006,54675,1488,728,8861,20,2591,6373
NE,2007,63425,2681,795,3434,23,2143,7143
NE,2008,84127,4769,876,3414,25,2111,7355
NE,2009,86240,4656,1021,4233,25,3735,7791
NE,2010,127998,5584,1151,12818,28,4114,7664
NE,2011,143738,5651,1195,15713,30,10210,3812
NE,2012,132536,5627,1212,11962,33,12215,3580
NE,2013,136260,5565,1212,10723,37,17191,4517
NE,2014,144814,6315,1212,11010,38,26028,4594
NE,2015,158382,7024,1212,15702,41,29639,3969
NH,1960,25629,0,0,14775,0,0,10855
NH,1961,23327,0,0,12664,0,0,10663
NH,1962,25119,0,0,14336,0,0,10783
NH,1963,24450,0,0,13516,0,0,10934
NH,1964,23707,0,0,12053,0,0,11654
NH,1965,22019,0,0,11003,0,0,11015
NH,1966,24343,0,0,12781,0,0,11563
NH,1967,24089,0,0,12543,0,0,11546
NH,1968,25155,0,0,12527,0,0,12628
NH,1969,27816,0,0,15036,0,0,12779
NH,1970,25321,0,0,13006,0,0,12315
NH,1971,24733,0,0,11455,0,0,13277
NH,1972,26131,0,0,13178,0,0,12953
NH,1973,30671,0,0,16759,0,0,13912
NH,1974,28694,0,0,15298,0,0,13396
NH,1975,25853,0,0,13013,0,0,12840
NH,1976,31050,0,0,15718,0,0,15332
NH,1977,31271,0,0,14652,0,0,16619
NH,1978,31004,0,0,11718,0,0,19286
NH,1979,33548,0,0,12544,0,0,21005
NH,1980,32382,0,0,10666,0,0,21716
NH,1981,36078,11,0,14231,0,0,21836
NH,1982,33759,0,0,13064,0,0,20695
NH,1983,38209,0,0,14234,0,0,23974
NH,1984,35004,0,0,13105,0,0,21898
NH,1985,33807,0,0,11811,0,0,21996
NH,1986,38742,0,0,13157,0,0,25585
NH,1987,34985,0,0,10955,0,0,24031
NH,1988,36549,0,0,11591,0,0,24957
NH,1989,40566,0,0,13987,26,0,26553
NH,1990,46824,0,0,19567,27,0,27230
NH,1991,40894,0,0,16544,27,0,24322
NH,1992,42211,0,0,14413,28,0,27770
NH,1993,42448,0,0,14542,28,0,27877
NH,1994,40356,0,0,15075,30,0,25252
NH,1995,39480,0,0,14126,40,0,25314
NH,1996,47633,0,0,19845,39,0,27749
NH,1997,42282,0,0,16561,38,0,25682
NH,1998,40585,0,0,16282,38,0,24266
NH,1999,38906,0,5,14432,36,0,24434
NH,2000,38620,0,5,14559,34,0,24022
NH,2001,30186,0,6,10236,31,0,19913
NH,2002,28896,0,7,11607,28,0,17254
NH,2003,29849,0,9,13479,25,0,16335
NH,2004,34923,0,10,13179,36,0,21698
NH,2005,42472,1184,11,17987,40,0,23250
NH,2006,35986,2883,13,15165,46,0,17879
NH,2007,38386,3582,16,12506,52,0,22231
NH,2008,43589,3706,20,16094,60,102,23608
NH,2009,49860,4493,25,16402,68,610,28264
NH,2010,48766,6015,28,14415,83,738,27487
NH,2011,50102,5763,27,15592,95,642,27981
NH,2012,49310,5685,29,11869,125,1986,29616
NH,2013,57922,5881,29,13617,169,3713,34512
NH,2014,60664,5904,29,13137,205,3914,37474
NH,2015,58785,5963,29,11837,292,3947,36718
NJ,1960,20514,0,0,480,0,0,20034
NJ,1961,20749,0,0,199,0,0,20550
NJ,1962,21199,0,0,238,0,0,20961
NJ,1963,23397,0,0,165,0,0,23232
NJ,1964,23947,0,0,203,0,0,23744
NJ,1965,23693,0,0,-326,0,0,24019
NJ,1966,23570,0,0,-1369,0,0,24940
NJ,1967,23695,0,0,-2103,0,0,25799
NJ,1968,24678,0,0,-3555,0,0,28234
NJ,1969,25354,0,0,-3957,0,0,29310
NJ,1970,25906,0,0,-4228,0,0,30134
NJ,1971,26621,0,0,-3236,0,0,29857
NJ,1972,29554,0,0,-2254,0,0,31808
NJ,1973,30289,0,0,-3457,0,0,33746
NJ,1974,33097,0,0,-2944,0,0,36040
NJ,1975,30950,0,0,-2834,0,0,33783
NJ,1976,35091,0,0,-2546,0,0,37637
NJ,1977,38510,0,0,-1744,0,0,40254
NJ,1978,41662,0,0,-1797,0,0,43459
NJ,1979,43101,0,0,-2933,0,0,46034
NJ,1980,48383,0,0,-2934,0,0,51317
NJ,1981,54426,16,0,-2413,0,0,56822
NJ,1982,49211,0,0,-2321,0,0,51533
NJ,1983,60308,0,0,-2394,0,0,62702
NJ,1984,48816,0,0,-2570,0,0,51387
NJ,1985,49683,0,0,-2550,0,0,52233
NJ,1986,41534,0,0,-2989,0,0,44524
NJ,1987,38592,0,0,-3220,0,0,41813
NJ,1988,41856,0,0,-2257,0,0,44113
NJ,1989,34877,0,56,-2542,376,0,36987
NJ,1990,26139,0,63,326,399,0,25351
NJ,1991,35989,0,68,225,419,0,35277
NJ,1992,38618,0,73,231,443,0,37870
NJ,1993,37097,93,78,196,464,0,36266
NJ,1994,41785,328,72,156,518,0,40712
NJ,1995,44256,1012,77,113,541,0,42513
NJ,1996,42109,854,81,197,576,0,40401
NJ,1997,40285,969,87,188,585,0,38457
NJ,1998,39611,760,90,211,629,0,37921
NJ,1999,40541,649,102,177,648,0,38965
NJ,2000,41087,768,102,143,639,0,39435
NJ,2001,30086,1030,108,186,664,0,28097
NJ,2002,28784,88,118,122,948,0,27507
NJ,2003,26802,90,153,394,1199,0,24966
NJ,2004,27590,500,167,376,1404,0,25145
NJ,2005,29268,9635,191,311,1617,0,17513
NJ,2006,47643,25907,221,351,1907,159,19098
NJ,2007,52741,32350,268,207,2214,202,17502
NJ,2008,50469,27327,319,254,2592,206,19772
NJ,2009,66128,32335,398,313,3278,204,29599
NJ,2010,69890,36710,448,177,4771,123,27660
NJ,2011,71118,35087,435,237,7591,102,27666
NJ,2012,75363,33472,466,102,13682,110,27531
NJ,2013,82741,34302,466,174,16789,104,30906
NJ,2014,88071,35010,466,164,19662,217,32551
NJ,2015,85323,35004,466,89,20958,201,28605
NM,1960,7373,0,0,745,0,0,6628
NM,1961,6937,0,0,553,0,0,6383
NM,1962,6791,0,0,672,0,0,6119
NM,1963,6469,0,0,457,0,0,6012
NM,1964,6300,0,0,99,0,0,6201
NM,1965,6075,0,0,448,0,0,5627
NM,1966,6210,0,0,706,0,0,5504
NM,1967,5678,0,0,367,0,0,5312
NM,1968,5706,0,0,447,0,0,5259
NM,1969,5682,0,0,668,0,0,5014
NM,1970,5548,0,0,690,0,0,4858
NM,1971,4965,0,0,285,0,0,4679
NM,1972,4746,0,0,210,0,0,4536
NM,1973,4896,0,0,675,0,0,4221
NM,1974,4919,0,0,766,0,0,4153
NM,1975,6002,0,0,660,0,0,5343
NM,1976,6781,0,0,790,0,0,5991
NM,1977,7328,0,0,291,0,0,7036
NM,1978,7989,0,0,312,0,0,7677
NM,1979,9922,0,0,702,0,0,9220
NM,1980,6223,0,0,977,0,0,5245
NM,1981,7731,0,0,920,0,0,6710
NM,1982,8035,9,0,821,0,0,6867
NM,1983,9201,214,0,933,0,0,7420
NM,1984,9926,496,0,979,0,0,7699
NM,1985,10521,492,0,1336,0,0,7889
NM,1986,11126,442,0,1738,0,0,8101
NM,1987,8592,839,0,1711,0,0,5123
NM,1988,8594,1245,0,1036,0,0,5394
NM,1989,9918,1717,114,2423,554,0,4247
NM,1990,8718,1285,117,2137,573,0,3888
NM,1991,9344,1265,121,2474,581,0,4066
NM,1992,9308,1000,125,2638,584,0,4221
NM,1993,8838,205,128,3029,584,0,4090
NM,1994,8156,530,144,2196,590,0,3944
NM,1995,9787,1635,159,2722,585,0,3983
NM,1996,8595,1379,161,2187,575,0,4011
NM,1997,9762,1383,176,2643,542,0,4534
NM,1998,10043,2325,184,2411,519,0,4046
NM,1999,10226,1942,644,2482,487,0,4165
NM,2000,10611,2211,688,2256,430,0,4431
NM,2001,7897,736,738,2452,371,0,2962
NM,2002,8167,635,748,2692,327,0,2914
NM,2003,8725,512,563,1728,286,1850,2814
NM,2004,11680,556,618,1392,239,5143,2873
NM,2005,23475,1044,690,1650,177,7946,10815
NM,2006,28051,1012,697,1966,174,12453,10131
NM,2007,31550,1307,732,2649,165,13771,11222
NM,2008,36306,2789,348,3077,185,16188,12485
NM,2009,32849,4115,317,2645,208,15096,8957
NM,2010,38358,7978,324,2117,380,17875,7968
NM,2011,41537,8055,442,1892,1701,20447,7330
NM,2012,43704,7924,368,2120,3855,21181,6951
NM,2013,44884,7232,368,876,4721,20927,9399
NM,2014,46607,6610,451,936,6232,21633,9482
NM,2015,44194,8408,458,927,7256,19477,7668
NV,1960,22110,0,0,21164,0,0,946
NV,1961,19545,0,0,18617,0,0,929
NV,1962,21733,0,0,20822,0,0,911
NV,1963,19804,0,0,18910,0,0,894
NV,1964,17842,0,0,16913,0,0,929
NV,1965,17544,0,0,16668,0,0,876
NV,1966,19632,0,0,18755,0,0,876
NV,1967,18985,0,0,18073,0,0,912
NV,1968,19142,0,0,18195,0,0,947
NV,1969,18771,0,0,17772,0,0,999
NV,1970,18322,0,0,17271,0,0,1051
NV,1971,18651,0,0,17582,0,0,1069
NV,1972,17274,0,0,16222,0,0,1052
NV,1973,18356,0,0,17340,0,0,1016
NV,1974,17762,0,0,16711,0,0,1052
NV,1975,18827,0,0,17583,0,0,1244
NV,1976,17457,0,0,16125,0,0,1332
NV,1977,18381,0,0,16874,0,0,1507
NV,1978,18980,0,0,17263,0,0,1718
NV,1979,19804,0,0,17771,0,0,2033
NV,1980,27403,0,0,24643,0,0,2760
NV,1981,21800,6,0,18072,0,0,3722
NV,1982,18717,8,0,14850,0,0,3860
NV,1983,47194,2,0,43064,0,0,4128
NV,1984,63057,0,0,58602,0,0,4456
NV,1985,49989,7,0,45386,0,0,4596
NV,1986,52238,140,0,47889,0,0,4209
NV,1987,28996,497,0,26316,0,0,2183
NV,1988,24397,478,0,21587,0,0,2332
NV,1989,30611,374,8328,19391,55,0,2462
NV,1990,30070,403,8707,18048,62,0,2850
NV,1991,39509,548,11222,24682,71,0,2987
NV,1992,37488,660,13061,20536,95,0,3136
NV,1993,41377,790,16787,20331,99,0,3369
NV,1994,39090,0,16403,19352,135,0,3201
NV,1995,41378,1053,16921,20021,178,0,3204
NV,1996,43109,0,16950,22381,224,0,3555
NV,1997,48279,0,17112,26421,258,0,4488
NV,1998,54335,1220,16523,32287,339,0,3965
NV,1999,51186,2206,15550,28916,431,0,4084
NV,2000,47127,2390,15106,24783,477,0,4371
NV,2001,46000,2589,13566,25974,538,0,3332
NV,2002,42478,3057,12646,23068,573,0,3134
NV,2003,37152,3574,11926,17787,590,0,3276
NV,2004,37990,3668,14183,16177,606,0,3355
NV,2005,38124,3650,13910,17022,705,0,2837
NV,2006,41842,3529,14606,20410,799,0,2499
NV,2007,41948,4264,13682,19800,1473,0,2730
NV,2008,44272,6429,14997,17251,2638,0,2957
NV,2009,53985,7284,17323,24015,2826,0,2536
NV,2010,55778,7412,21631,21047,3361,0,2327
NV,2011,57313,7420,22419,21284,4234,0,1956
NV,2012,63542,7124,23886,23223,6053,1226,2029
NV,2013,73805,7350,27022,25588,8783,2390,2671
NV,2014,75409,7979,27499,22719,11639,2854,2719
NV,2015,84796,9847,30535,21099,18212,2886,2216
NY,1960,189314,0,0,130051,0,0,59263
NY,1961,250832,0,0,193379,0,0,57453
NY,1962,277979,0,0,220654,0,0,57324
NY,1963,260059,0,0,202901,0,0,57158
NY,1964,247409,0,0,190456,0,0,56954
NY,1965,262743,0,0,204632,0,0,58111
NY,1966,288582,0,0,229856,0,0,58726
NY,1967,301664,0,0,244545,0,0,57118
NY,1968,320307,0,0,260179,0,0,60128
NY,1969,339647,0,0,278145,0,0,61503
NY,1970,325491,0,0,262884,0,0,62607
NY,1971,326609,0,0,266456,0,0,60153
NY,1972,347985,0,0,288472,0,0,59513
NY,1973,364685,0,0,305067,0,0,59618
NY,1974,362988,0,0,300864,0,0,62124
NY,1975,354900,0,0,294729,0,0,60171
NY,1976,368500,0,0,299209,0,0,69291
NY,1977,342161,0,0,267952,0,0,74209
NY,1978,354864,0,0,270151,0,0,84713
NY,1979,368358,0,0,274181,0,0,94177
NY,1980,404671,0,0,275016,0,0,129655
NY,1981,413896,0,0,270643,0,0,143253
NY,1982,397442,0,0,267231,0,0,130211
NY,1983,435889,0,0,277676,0,0,158213
NY,1984,409565,0,0,279993,0,0,129571
NY,1985,415540,0,0,284044,0,0,131497
NY,1986,429134,0,0,310381,0,0,118753
NY,1987,400041,0,0,289431,0,0,110609
NY,1988,365628,0,0,249157,0,0,116471
NY,1989,379021,0,50,258900,258,0,119813
NY,1990,390950,0,73,293214,276,0,97387
NY,1991,379052,0,95,283568,292,0,95097
NY,1992,395108,0,117,290162,314,0,104515
NY,1993,421586,287,137,303531,336,0,117294
NY,1994,409947,711,154,286695,397,0,121991
NY,1995,393535,2269,174,268042,451,0,122599
NY,1996,441204,1913,213,299356,514,0,139207
NY,1997,493001,1843,236,312702,538,0,177683
NY,1998,460180,1368,296,298933,553,0,159030
NY,1999,420326,1182,310,253117,558,0,165159
NY,2000,430513,1307,310,254103,552,106,174136
NY,2001,351119,372,328,238527,555,212,111126
NY,2002,364291,331,358,254812,569,830,107391
NY,2003,359277,1905,481,245720,584,417,110169
NY,2004,383237,24360,538,240280,679,1166,116214
NY,2005,373592,8052,627,257799,847,1030,105236
NY,2006,399630,21006,678,271232,1022,6501,99192
NY,2007,389799,26410,739,249596,1157,8238,103422
NY,2008,426530,34564,812,263330,1344,12324,109337
NY,2009,407389,41618,950,269523,1469,22119,68960
NY,2010,396788,46669,1070,248502,1720,25328,67373
NY,2011,427282,44164,1283,272019,2101,27478,71118
NY,2012,389947,43766,1185,234593,3183,28468,70195
NY,2013,406784,44199,1185,238270,3872,33770,76575
NY,2014,427572,45747,1185,248086,5283,37740,80481
NY,2015,414769,44663,1185,242429,7723,37061,72792
OH,1960,36966,0,0,210,0,0,36755
OH,1961,36414,0,0,221,0,0,36193
OH,1962,36983,0,0,180,0,0,36803
OH,1963,38172,0,0,87,0,0,38085
OH,1964,38010,0,0,102,0,0,37909
OH,1965,38720,0,0,111,0,0,38609
OH,1966,41531,0,0,101,0,0,41431
OH,1967,39669,0,0,106,0,0,39563
OH,1968,43465,0,0,87,0,0,43378
OH,1969,44467,0,0,88,0,0,44378
OH,1970,44149,0,0,78,0,0,44071
OH,1971,43520,0,0,93,0,0,43427
OH,1972,44940,0,0,92,0,0,44848
OH,1973,46607,0,0,86,0,0,46520
OH,1974,48408,0,0,101,0,0,48306
OH,1975,46299,0,0,77,0,0,46222
OH,1976,52843,0,0,85,0,0,52757
OH,1977,58582,0,0,61,0,0,58522
OH,1978,69632,0,0,49,0,0,69583
OH,1979,74657,0,0,46,0,0,74611
OH,1980,107374,0,0,63,0,0,107311
OH,1981,113023,93,0,58,0,0,112872
OH,1982,114311,756,0,56,0,0,112175
OH,1983,132120,3944,0,1424,0,0,124276
OH,1984,128420,3853,0,1708,0,0,119916
OH,1985,131331,4509,0,1827,0,0,121852
OH,1986,119814,6135,0,1801,0,0,108571
OH,1987,125393,7528,0,2345,0,0,111920
OH,1988,131494,8277,0,1929,0,0,117693
OH,1989,112103,9605,314,1354,18,0,97440
OH,1990,79958,8779,347,1887,19,0,66113
OH,1991,85301,9242,377,1609,19,0,70779
OH,1992,84110,11505,406,2618,23,0,66658
OH,1993,65996,16273,432,1955,27,0,44170
OH,1994,94253,19071,493,1978,30,0,69012
OH,1995,87819,17851,536,2395,34,0,65285
OH,1996,85997,7040,593,4109,37,0,74217
OH,1997,86935,12747,642,5182,54,0,68311
OH,1998,85953,18743,712,4144,85,0,62269
OH,1999,93555,19205,778,4326,99,0,69146
OH,2000,98927,19596,778,5948,100,0,72506
OH,2001,68326,17225,840,5278,100,0,44883
OH,2002,55038,16883,915,4968,119,0,32153
OH,2003,63566,15597,1207,5172,130,0,41460
OH,2004,66647,15379,1328,7310,148,0,42482
OH,2005,73209,18849,1531,5157,160,133,47285
OH,2006,75732,20600,1732,6268,169,143,46658
OH,2007,82117,25711,2022,4057,175,146,49906
OH,2008,114424,35428,2350,3808,201,149,53944
OH,2009,112726,39515,2875,5151,249,138,50343
OH,2010,118629,37671,3241,4186,435,123,51323
OH,2011,125234,38413,3372,3728,556,1928,52658
OH,2012,133534,40665,3435,3941,1148,9378,51459
OH,2013,147763,42342,3435,5240,1347,10933,58805
OH,2014,151145,41783,3435,4546,1564,10969,59711
OH,2015,141322,39577,3435,4256,1677,11211,52964
OK,1960,17766,0,0,7582,0,0,10185
OK,1961,20187,0,0,10668,0,0,9519
OK,1962,16660,0,0,7720,0,0,8940
OK,1963,10640,0,0,1998,0,0,8642
OK,1964,11373,0,0,3203,0,0,8170
OK,1965,16230,0,0,8622,0,0,7607
OK,1966,13064,0,0,5335,0,0,7729
OK,1967,14604,0,0,7572,0,0,7032
OK,1968,23406,0,0,15869,0,0,7537
OK,1969,26940,0,0,19701,0,0,7239
OK,1970,21730,0,0,14751,0,0,6979
OK,1971,21321,0,0,14488,0,0,6833
OK,1972,26724,0,0,15020,0,0,11704
OK,1973,50756,0,0,39073,0,0,11683
OK,1974,48830,0,0,37489,0,0,11342
OK,1975,42644,0,0,30646,0,0,11997
OK,1976,29303,0,0,15986,0,0,13317
OK,1977,32743,0,0,18254,0,0,14489
OK,1978,37416,0,0,18267,0,0,19149
OK,1979,46806,0,0,24049,0,0,22757
OK,1980,24855,0,0,13655,0,0,11200
OK,1981,23880,361,0,11724,0,0,11796
OK,1982,37437,1278,0,21847,0,0,14312
OK,1983,39850,610,0,26301,0,0,12939
OK,1984,39885,184,0,24415,0,0,15287
OK,1985,57165,165,0,41579,0,0,15420
OK,1986,45383,203,0,30826,0,0,14354
OK,1987,45998,0,0,30718,0,0,15280
OK,1988,37117,0,0,21111,0,0,16005
OK,1989,50344,0,1,24950,87,0,25306
OK,1990,49914,0,1,28404,89,0,21420
OK,1991,41216,0,1,20059,89,0,21066
OK,1992,53293,0,1,33526,89,0,19677
OK,1993,67957,0,1,44921,89,0,22946
OK,1994,50125,0,1,25941,88,0,24095
OK,1995,53290,0,1,28667,86,0,24537
OK,1996,51673,0,1,22311,83,0,29277
OK,1997,55183,0,2,29834,79,0,25268
OK,1998,60591,0,2,35779,79,0,24732
OK,1999,55318,0,2,32472,73,0,22772
OK,2000,47389,0,2,23227,63,0,24097
OK,2001,48390,0,5,24228,53,0,24104
OK,2002,40915,0,6,20222,44,0,20642
OK,2003,41954,0,8,18209,35,552,23150
OK,2004,62058,0,8,29814,27,5737,26472
OK,2005,64931,3602,10,26301,21,8477,26521
OK,2006,53926,3600,11,6185,20,16986,27123
OK,2007,81351,7046,14,30303,22,18277,25689
OK,2008,86853,13183,17,37556,24,23237,12837
OK,2009,91414,12019,21,34673,25,26334,18342
OK,2010,103924,12552,23,27403,26,37152,26768
OK,2011,108289,12321,23,14641,31,54461,26813
OK,2012,129898,12822,24,10901,36,77628,28488
OK,2013,169971,12193,24,20781,48,106501,30423
OK,2014,170174,14115,24,13585,49,113519,28882
OK,2015,197069,15420,24,24825,71,130754,25974
OR,1960,190489,0,0,134134,0,0,56355
OR,1961,188915,0,0,133046,0,0,55869
OR,1962,197646,0,0,140560,0,0,57086
OR,1963,199225,0,0,142933,0,0,56292
OR,1964,215793,0,0,156986,0,0,58807
OR,1965,230410,0,0,172561,0,0,57849
OR,1966,232649,0,0,174133,0,0,58516
OR,1967,243110,0,0,186321,0,0,56789
OR,1968,271743,0,0,212612,0,0,59131
OR,1969,350230,0,0,291449,0,0,58782
OR,1970,371350,0,0,313901,0,0,57448
OR,1971,419311,0,0,360068,0,0,59242
OR,1972,435930,0,0,378605,0,0,57325
OR,1973,351043,0,0,292446,0,0,58597
OR,1974,432867,0,0,375956,0,0,56911
OR,1975,417387,0,0,359650,0,0,57737
OR,1976,434370,0,0,367033,0,0,67336
OR,1977,327769,0,0,254455,0,0,73314
OR,1978,408647,0,0,330634,0,0,78013
OR,1979,387287,0,0,309204,0,0,78083
OR,1980,401129,0,0,313951,0,0,87178
OR,1981,428803,0,0,336166,0,0,92637
OR,1982,561127,17,0,472761,0,0,88348
OR,1983,574207,11,0,474208,0,0,99988
OR,1984,590530,2,0,486873,0,0,103654
OR,1985,529625,1,0,426032,0,0,103592
OR,1986,532746,0,0,425898,0,0,106848
OR,1987,477093,0,0,369450,0,0,107643
OR,1988,470568,0,0,357979,0,0,112589
OR,1989,481678,0,380,396494,282,0,84523
OR,1990,487410,0,392,428982,314,6,57715
OR,1991,484638,0,401,428798,352,6,55081
OR,1992,375975,1761,409,328033,378,6,45389
OR,1993,417186,3033,413,369723,414,0,43603
OR,1994,367996,0,409,322069,464,0,45054
OR,1995,467164,0,404,420363,515,0,45882
OR,1996,517451,0,431,464333,572,0,52115
OR,1997,530595,0,435,476985,601,0,52574
OR,1998,455575,1225,499,406882,622,199,46147
OR,1999,510870,1038,693,466705,647,867,40919
OR,2000,437828,1162,763,388818,633,680,45772
OR,2001,351467,1518,861,295984,655,915,51534
OR,2002,403527,2892,886,350085,661,3827,45176
OR,2003,386682,2203,901,336660,677,4492,41750
OR,2004,386944,2322,930,331337,681,6200,45474
OR,2005,367996,3930,997,309453,744,7342,45531
OR,2006,437424,4414,994,375437,877,9237,46466
OR,2007,401272,5580,1012,331978,1058,12325,48490
OR,2008,418082,9806,1005,333115,1245,25376,43373
OR,2009,422150,11288,1061,322407,1383,33864,48959
OR,2010,398380,10174,1114,297970,1554,38244,47035
OR,2011,517947,10233,1286,411131,1673,46398,45003
OR,2012,500601,9649,1476,375027,1918,60365,50026
OR,2013,463166,9873,2803,315785,2144,71135,59198
OR,2014,485309,10817,2977,335341,2310,71852,59750
OR,2015,434009,13260,2898,291255,2424,61799,60183
PA,1960,66100,0,0,19646,0,0,46454
PA,1961,61121,0,0,15858,0,0,45262
PA,1962,61767,0,0,16037,0,0,45730
PA,1963,60798,0,0,13420,0,0,47377
PA,1964,60590,0,0,13404,0,0,47186
PA,1965,61262,0,0,13888,0,0,47374
PA,1966,63676,0,0,15027,0,0,48649
PA,1967,68253,0,0,19969,0,0,48284
PA,1968,62881,0,0,12294,0,0,50587
PA,1969,61805,0,0,9570,0,0,52235
PA,1970,67525,0,0,14336,0,0,53189
PA,1971,60573,0,0,8159,0,0,52414
PA,1972,70114,0,0,15916,0,0,54198
PA,1973,70871,0,0,14256,0,0,56615
PA,1974,72077,0,0,14541,0,0,57537
PA,1975,73865,0,0,16402,0,0,57464
PA,1976,81184,0,0,14685,0,0,66499
PA,1977,84322,0,0,12573,0,0,71749
PA,1978,90536,0,0,7875,0,0,82661
PA,1979,106837,0,0,12651,0,0,94186
PA,1980,136826,0,0,7628,0,0,129198
PA,1981,147662,0,0,6894,0,0,140768
PA,1982,149605,0,0,19120,0,0,130485
PA,1983,167142,0,0,12310,0,0,154832
PA,1984,152019,0,0,15107,0,0,136912
PA,1985,148238,0,0,10149,0,0,138089
PA,1986,117214,0,0,15173,0,0,102041
PA,1987,108025,0,0,11790,0,0,96234
PA,1988,108182,0,0,7282,0,0,100900
PA,1989,98078,0,166,15018,426,0,82469
PA,1990,91855,0,202,29845,445,0,61362
PA,1991,90246,0,236,20041,451,0,69518
PA,1992,107587,0,270,26658,460,0,80199
PA,1993,105517,754,301,24499,464,0,79500
PA,1994,114040,1929,304,28367,484,0,82955
PA,1995,119291,5999,335,20935,495,0,91526
PA,1996,135591,4502,381,31145,515,0,99049
PA,1997,119643,4983,415,22970,509,0,90766
PA,1998,111689,1145,477,24283,490,0,85295
PA,1999,110226,981,511,19906,467,0,88360
PA,2000,114696,1107,511,23363,437,100,89178
PA,2001,97150,1424,544,17049,408,115,77610
PA,2002,97075,475,593,22488,397,588,72534
PA,2003,110510,566,788,33881,366,1129,73779
PA,2004,117819,7451,872,31604,403,3068,74421
PA,2005,108934,4742,1009,22320,429,2842,77592
PA,2006,117655,10458,1128,28211,490,3582,73785
PA,2007,119206,14035,1293,22100,547,4646,76586
PA,2008,144876,29972,1481,25116,605,7188,80514
PA,2009,163385,37131,1790,26185,736,10490,87053
PA,2010,176512,39684,2018,22753,1413,18088,86784
PA,2011,197074,39331,2180,31258,2482,17435,98270
PA,2012,188314,39883,2162,21334,3050,20256,95889
PA,2013,215976,40772,2162,24088,3524,31982,107469
PA,2014,214504,39725,2162,25117,3700,33901,103829
PA,2015,201484,38790,2162,24264,3755,31244,95394
RI,1960,2951,0,0,93,0,0,2858
RI,1961,3011,0,0,85,0,0,2926
RI,1962,3139,0,0,58,0,0,3081
RI,1963,3221,0,0,37,0,0,3183
RI,1964,3533,0,0,41,0,0,3492
RI,1965,3561,0,0,18,0,0,3543
RI,1966,3771,0,0,21,0,0,3750
RI,1967,4150,0,0,55,0,0,4095
RI,1968,4266,0,0,49,0,0,4217
RI,1969,4428,0,0,39,0,0,4389
RI,1970,5268,0,0,35,0,0,5234
RI,1971,4851,0,0,14,0,0,4837
RI,1972,4934,0,0,62,0,0,4873
RI,1973,5108,0,0,47,0,0,5061
RI,1974,5023,0,0,47,0,0,4976
RI,1975,4050,0,0,36,0,0,4015
RI,1976,4704,0,0,34,0,0,4671
RI,1977,5295,0,0,37,0,0,5258
RI,1978,6577,0,0,42,0,0,6536
RI,1979,7124,0,0,35,0,0,7090
RI,1980,7287,0,0,13,0,0,7274
RI,1981,6649,4,0,1,0,0,6644
RI,1982,6053,0,0,36,0,0,6018
RI,1983,7401,0,0,32,0,0,7368
RI,1984,4946,0,0,21,0,0,4926
RI,1985,5081,0,0,0,0,0,5081
RI,1986,4653,0,0,0,0,0,4653
RI,1987,3302,0,0,0,0,0,3302
RI,1988,3528,0,0,0,0,0,3528
RI,1989,3806,0,0,50,30,0,3725
RI,1990,4499,0,0,103,38,0,4357
