StateCode,Year,RETCB(TOAL),EMTCB(ETHONAL),GETCB(GEOTHERMAL),HYTCB(HYDRO),SOTCB(SOLAR),WYTCB(WIND),WWTCB(WOODWASTE)
WY,1964,10613,0,0,9147,0,0,1466
WY,1965,10793,0,0,9243,0,0,1550
WY,1966,11106,0,0,9608,0,0,1497
WY,1967,9641,0,0,8229,0,0,1412
WY,1968,11560,0,0,9976,0,0,1584
WY,1969,12992,0,0,11460,0,0,1532
WY,1970,12129,0,0,10562,0,0,1566
WY,1971,15331,0,0,13748,0,0,1583
WY,1972,13492,0,0,12167,0,0,1324
WY,1973,14024,0,0,12562,0,0,1462
WY,1974,16196,0,0,14734,0,0,1462
WY,1975,13226,0,0,11657,0,0,1569
WY,1976,12547,0,0,10822,0,0,1725
WY,1977,9937,0,0,7951,0,0,1986
WY,1978,12774,0,0,10178,0,0,2596
WY,1979,13906,0,0,10905,0,0,3000
WY,1980,14250,0,0,11511,0,0,2739
WY,1981,12125,8,0,8790,0,0,3327
WY,1982,12243,2,0,8883,0,0,3359
WY,1983,15780,2,0,12097,0,12,3669
WY,1984,17199,2,0,13423,0,29,3745
WY,1985,14999,2,0,11157,0,30,3811
WY,1986,16233,0,0,11904,0,14,4315
WY,1987,11118,0,0,7999,0,-2,3120
WY,1988,11399,1,0,8145,0,-1,3254
WY,1989,10475,27,649,7098,2,0,2700
WY,1990,9529,78,649,6705,2,0,2095
WY,1991,10779,286,649,7680,2,0,2163
WY,1992,9262,476,649,6574,2,0,1561
WY,1993,10749,541,649,8118,2,0,1440
WY,1994,12356,614,649,9256,2,0,1686
WY,1995,10974,467,649,8234,2,0,1473
WY,1996,14917,169,649,12737,2,0,1297
WY,1997,16280,11,649,14101,2,0,1401
WY,1998,15733,0,649,13688,2,21,1232
WY,1999,14158,0,671,11967,2,114,1270
WY,2000,15011,0,671,10314,2,2509,1350
WY,2001,14656,0,671,9084,2,3773,939
WY,2002,12275,0,673,5937,2,4551,851
WY,2003,11635,0,714,6010,2,3711,888
WY,2004,14033,0,718,5941,2,6175,911
WY,2005,19272,552,745,8083,3,7172,2446
WY,2006,19517,555,693,8365,4,7529,2102
WY,2007,18888,981,644,7210,4,7461,2305
WY,2008,22412,1228,569,8231,5,9485,2545
WY,2009,34967,1494,591,9434,4,21728,1360
WY,2010,45598,1735,598,9989,6,31676,1223
WY,2011,61348,2194,670,11890,6,44809,1233
WY,2012,54922,2417,663,8502,14,41576,1149
WY,2013,54462,2557,663,6782,24,42298,1512
WY,2014,55442,2427,663,8261,24,41899,1539
WY,2015,48425,3016,663,8091,27,35009,1217
