StateCode,Year,ABICB,ABICP,ARICB,ARICP,ARTCB,ARTCP,ARTXB,ARTXP,AVACB,AVACP,AVTCB,AVTCP,AVTXB,AVTXP,BMTCB,CLACB,CLACP,CLCCB,CLCCP,CLEIB,CLEIP,CLICB,CLICP,CLKCB,CLKCP,CLOCB,CLOCP,CLPRB,CLPRP,CLRCB,CLRCP,CLTCB,CLTCP,CLTXB,CLTXP,COICB,COICP,DFACB,DFACP,DFCCB,DFCCP,DFEIB,DFEIP,DFICB,DFICP,DFRCB,DFRCP,DFTCB,DFTCP,DFTXB,DFTXP,DKEIB,DKEIP,ELEXB,ELEXP,ELIMB,ELIMP,ELISB,ELNIB,ELNIP,EMACB,EMCCB,EMFDB,EMICB,EMLCB,EMTCB,ENACP,ENCCP,ENICP,ENPRP,ENTCP,ESACB,ESACP,ESCCB,ESCCP,ESICB,ESICP,ESRCB,ESRCP,ESTCB,ESTCP,ESTXB,ESTXP,FFTCB,FNICB,FNICP,FOICB,FOICP,FSICB,FSICP,GECCB,GEEGB,GEEGP,GEICB,GERCB,GETCB,GETXB,HYCCB,HYCCP,HYEGB,HYEGP,HYICB,HYICP,HYTCB,HYTCP,HYTXB,HYTXP,JFACB,JFACP,JFTCB,JFTCP,JFTXB,JFTXP,JKACB,JKACP,JKTCB,JKTCP,JNACB,JNACP,JNTCB,JNTCP,KSCCB,KSCCP,KSICB,KSICP,KSRCB,KSRCP,KSTCB,KSTCP,KSTXB,KSTXP,LGACB,LGACP,LGCCB,LGCCP,LGICB,LGICP,LGRCB,LGRCP,LGTCB,LGTCP,LGTXB,LGTXP,LOACB,LOCCB,LOICB,LORCB,LOTCB,LOTXB,LUACB,LUACP,LUICB,LUICP,LUTCB,LUTCP,LUTXB,LUTXP,MBICB,MBICP,MGACB,MGACP,MGCCB,MGCCP,MGICB,MGICP,MGTCB,MGTCP,MGTXB,MGTXP,MMTCB,MSICB,MSICP,NAICB,NAICP,NGACB,NGACP,NGCCB,NGCCP,NGEIB,NGEIP,NGICB,NGICP,NGLPB,NGLPP,NGMPB,NGMPP,NGPZB,NGPZP,NGRCB,NGRCP,NGTCB,NGTCP,NGTXB,NGTXP,NGVHB,NGVHP,NNACB,NNCCB,NNEIB,NNICB,NNRCB,NNTCB,NUEGB,NUEGP,NUETB,NUETP,P1ICB,P1ICP,P1TCB,P1TCP,P1TXB,P1TXP,PAACB,PAACP,PACCB,PACCP,PAEIB,PAEIP,PAICB,PAICP,PAPRB,PAPRP,PARCB,PARCP,PATCB,PATCP,PATXB,PATXP,PCCCB,PCCCP,PCEIB,PCEIP,PCICB,PCICP,PCRFB,PCTCB,PCTCP,PLICB,PLICP,PMTCB,POICB,POICP,POTCB,POTCP,POTXB,POTXP,PPICB,PPICP,REPRB,RETCB,RFACB,RFACP,RFCCB,RFCCP,RFEIB,RFEIP,RFICB,RFICP,RFTCB,RFTCP,RFTXB,RFTXP,ROPRB,SGICB,SGICP,SNICB,SNICP,SOCCB,SOCCP,SOEGB,SOEGP,SOICB,SOICP,SORCB,SOTCB,SOTXB,TEACB,TEAPB,TECCB,TECPB,TEEIB,TEICB,TEIPB,TEPRB,TERCB,TERPB,TETCB,TETPB,TETXB,TNACB,TNCCB,TNICB,TNRCB,TNTXB,TPOPP,UOICB,UOICP,USICB,USICP,WDCCB,WDEIB,WDICB,WDRCB,WDRCP,WSCCB,WSEIB,WSICB,WWCCB,WWEIB,WWICB,WWTCB,WWTXB,WXICB,WXICP,WYCCB,WYCCP,WYEGB,WYEGP,WYICB,WYICP,WYTCB,WYTCP,WYTXB,WYTXP
MO,1963,0,0,27816,4192,27816,4192,27816,4192,12575,2491,12575,2491,12575,2491,29351,199,8,4868,213,114983,5243,53898,2275,3274,123,50624,2152,67045,3175,6722,294,180670,8033,65687,2790,0,0,33078,5679,6475,1112,742,127,32535,5585,7827,1344,80657,13847,79915,13719,742,127,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13645,3999,16745,4908,17737,5198,48127,14105,48127,14105,920621,0,0,0,0,304,51,0,0,0,0,0,0,0,0,0,3948,377,0,0,3948,377,0,0,12640,2252,12640,2252,12640,2252,10477,1848,10477,1848,2163,404,2163,404,4675,825,918,162,743,131,6337,1118,6337,1118,264,69,5704,1487,2792,671,22533,5874,31293,8101,31293,8101,0,32619,40030,42401,115050,115050,4430,730,1782,294,6212,1024,6212,1024,0,0,209529,39887,680,129,15643,2978,225852,42995,225852,42995,225852,1914,330,0,0,8020,7863,40889,40087,42298,41469,95113,93248,0,0,101,100,8020,7863,122816,120408,309136,303075,266838,261606,0,0,8020,40889,42298,95113,122816,309136,0,0,0,0,42659,6706,65081,10883,65081,10883,273928,51333,22434,4332,1413,234,101935,17262,307,53,31104,7349,430814,80510,429401,80276,0,0,0,0,3055,507,3055,3055,507,0,0,430814,12143,2059,12143,2059,12143,2059,0,0,33299,33299,1411,224,4900,779,671,107,8307,1321,15290,2432,14618,2325,33299,5023,837,0,0,0,0,0,0,0,0,0,0,0,282147,64,114857,26,162642,315376,72,100752,242074,55,954454,217,954454,282147,82239,275346,199673,839404,4392,0,0,0,0,403,0,7654,21294,1065,0,0,0,403,0,7654,29351,29351,1847,333,0,0,0,0,0,0,0,0,0,0
MO,1964,0,0,27104,4084,27104,4084,27104,4084,13142,2603,13142,2603,13142,2603,27890,208,9,3858,169,117258,5378,56768,2394,4419,166,52349,2228,68692,3253,5328,233,183420,8182,66162,2805,0,0,36320,6235,6049,1038,581,100,30457,5229,7312,1255,80719,13857,80137,13757,581,100,0,0,0,0,5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14294,4189,18366,5383,19183,5622,51843,15194,51843,15194,952669,0,0,0,0,295,49,0,0,0,0,0,0,0,0,0,3339,319,0,0,3339,319,0,0,15021,2672,15021,2672,15021,2672,12795,2257,12795,2257,2226,416,2226,416,4381,773,921,162,697,123,5998,1058,5998,1058,155,40,5070,1322,1472,355,20029,5221,26726,6938,26726,6938,0,33967,43643,45585,123194,123194,4652,767,1872,309,6523,1076,6523,1076,0,0,213032,40554,681,130,14192,2702,227905,43386,227905,43386,227905,1915,330,0,0,8629,8452,47735,46753,47821,46837,101380,99295,0,0,109,108,8629,8452,126458,123857,332023,325194,284202,278357,0,0,8629,47735,47821,101380,126458,332023,0,0,0,0,48424,7820,71295,12086,71295,12086,283468,53055,22139,4210,1107,183,102473,17366,377,65,28038,6600,437226,81414,436119,81230,0,0,0,0,3540,588,3540,3540,588,0,0,437226,18527,3264,18527,3264,18527,3264,0,0,31229,31229,1147,182,5959,948,526,84,7928,1261,15560,2475,15034,2391,31229,5038,840,5996,1142,0,0,0,0,0,0,0,0,0,292305,66,122363,28,169525,330645,74,100407,244097,55,989411,223,989411,292305,88396,287002,198512,866216,4442,0,0,0,0,370,0,8015,19505,975,0,0,0,370,0,8015,27890,27890,1743,315,0,0,0,0,0,0,0,0,0,0
MO,1965,0,0,29208,4401,29208,4401,29208,4401,11724,2323,11724,2323,11724,2323,27017,193,8,2954,129,122629,5690,59928,2534,5198,195,54730,2340,75259,3564,3916,172,189620,8534,66991,2844,0,0,38940,6685,5087,873,534,92,29692,5097,6150,1056,80403,13803,79869,13711,534,92,0,0,0,0,8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15264,4473,20035,5872,20393,5977,55692,16322,55692,16322,999645,0,0,0,0,369,61,0,0,0,0,0,0,0,0,0,8387,802,0,0,8387,802,0,0,20445,3625,20445,3625,20445,3625,18608,3282,18608,3282,1836,343,1836,343,4905,865,905,160,780,138,6590,1162,6590,1162,181,47,5596,1459,1755,423,22108,5763,29640,7692,29640,7692,0,36438,47828,48684,132950,132950,4251,701,1991,328,6242,1029,6242,1029,0,0,218827,41658,701,133,16935,3224,236463,45015,236463,45015,236463,1868,322,0,0,9104,8925,41808,40988,48503,47552,116419,114137,0,0,85,84,9104,8925,132133,129542,347967,341144,299464,293592,0,0,9104,41808,48503,116419,132133,347967,0,0,0,0,51767,8356,73427,12382,73427,12382,295333,55191,25770,4839,1017,168,110901,18810,423,73,29038,6957,462059,85966,461042,85797,0,0,0,0,3491,580,3491,3491,580,0,0,462059,19663,3467,19663,3467,19663,3467,0,0,35404,35404,966,154,9480,1508,483,77,10753,1710,21681,3449,21198,3372,35404,5587,931,6491,1237,0,0,0,0,0,0,0,0,0,304630,68,122572,27,180536,363833,81,111172,252120,56,1043155,234,1043155,304630,86135,316004,203437,910205,4467,0,0,0,0,340,0,8720,17957,898,0,0,0,340,0,8720,27017,27017,1857,335,0,0,0,0,0,0,0,0,0,0
MO,1966,0,0,31351,4724,31351,4724,31351,4724,4633,918,4633,918,4633,918,26801,173,7,2700,119,125344,5837,58866,2500,5919,222,52947,2278,75640,3582,3578,157,190661,8621,65316,2784,0,0,31657,5435,5868,1007,637,109,34004,5838,7094,1218,79260,13607,78623,13498,637,109,0,0,0,0,44845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15830,4640,27573,8081,22251,6521,65654,19242,65654,19242,1024624,0,0,0,0,420,70,0,0,0,0,0,0,0,0,0,6209,596,0,0,6209,596,0,0,26546,4702,26546,4702,26546,4702,24638,4345,24638,4345,1908,356,1908,356,4024,710,1189,210,640,113,5852,1032,5852,1032,385,100,7088,1848,4277,1030,28002,7300,39753,10278,39753,10278,0,37941,66084,53329,157353,157353,4416,728,2069,341,6484,1069,6484,1069,0,0,228446,43489,710,135,17014,3239,246170,46863,246170,46863,246170,2082,359,0,0,8727,8590,67001,65946,45396,44681,104469,102824,0,0,0,0,8727,8590,131803,129727,357396,351768,312000,307087,0,0,8727,67001,45396,104469,131803,357396,0,0,0,0,53741,8639,67454,11107,67454,11107,296273,55401,25392,4925,1214,201,117953,20164,563,97,35736,8630,476567,89322,475354,89121,0,0,0,0,3332,553,3332,3332,553,0,0,476567,19133,3364,19133,3364,19133,3364,0,0,33010,33010,189,30,7702,1225,576,92,8916,1418,17384,2765,16807,2673,33010,5651,942,5878,1120,0,0,0,0,0,0,0,0,0,305173,67,149194,33,178163,383992,85,109212,264120,58,1102479,244,1102479,305173,111253,317908,210791,945125,4523,0,0,0,0,330,0,9047,17424,871,0,0,0,330,0,9047,26801,26801,1770,320,0,0,0,0,0,0,0,0,0,0
MO,1967,0,0,31493,4746,31493,4746,31493,4746,2711,537,2711,537,2711,537,24867,130,6,1719,76,129700,6029,55162,2356,5983,224,49179,2131,78047,3696,2279,101,188991,8567,59290,2538,0,0,31245,5364,6227,1069,621,107,33842,5810,7527,1292,79461,13641,78840,13535,621,107,0,0,0,0,49869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16851,4939,29042,8512,23468,6878,69361,20329,69361,20329,1051081,0,0,0,0,425,71,0,0,0,0,0,0,0,0,0,6691,641,0,0,6691,641,0,0,36677,6490,36677,6490,36677,6490,34583,6099,34583,6099,2094,391,2094,391,1306,230,3728,658,208,37,5242,924,5242,924,430,112,7515,1959,3576,931,29690,7740,41211,10742,41211,10742,0,40251,69371,56056,165678,165678,4093,675,1916,316,6009,991,6009,991,0,0,234931,44723,737,140,15879,3023,251547,47886,251547,47886,251547,1945,336,0,0,10729,10539,84009,82524,47597,46756,89105,87529,0,0,122,121,10729,10539,135755,133355,367195,360703,319598,313947,0,0,10729,84009,47597,89105,135755,367195,0,0,0,0,55977,9009,64295,10488,64295,10488,311571,58138,24880,4845,1182,196,119837,20453,435,75,37425,9069,494895,92701,493713,92505,0,0,0,0,3585,595,3585,3585,595,0,0,494895,18839,3290,18839,3290,18839,3290,0,0,31558,31558,1484,236,9095,1447,561,89,10564,1680,21704,3452,21143,3363,31558,6242,1040,4895,933,0,0,0,0,0,0,0,0,0,322430,71,168017,37,185171,371133,82,110162,270928,60,1132508,250,1132508,322430,127766,301762,214872,966830,4539,0,0,0,0,306,0,8617,15944,797,0,0,0,306,0,8617,24867,24867,1747,316,0,0,0,0,0,0,0,0,0,0
MO,1968,0,0,32473,4893,32473,4893,32473,4893,1851,367,1851,367,1851,367,25219,115,5,1321,58,155413,7165,53732,2294,6341,238,47391,2056,67679,3205,1681,74,212261,9597,56849,2431,0,0,46321,7952,6631,1138,570,98,37750,6481,8016,1376,99288,17045,98718,16947,570,98,0,0,0,0,42931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18537,5433,30618,8974,27040,7925,76195,22331,76195,22331,1129260,0,0,0,0,423,71,0,0,0,0,0,0,0,0,0,13867,1334,0,0,13867,1334,0,0,43816,7752,43816,7752,43816,7752,41439,7309,41439,7309,2376,444,2376,444,2916,514,3300,582,464,82,6679,1178,6679,1178,428,111,7647,1993,5311,1396,30209,7875,43595,11376,43595,11376,0,44225,73050,64512,181788,181788,4496,741,2105,347,6601,1088,6601,1088,0,0,251052,47792,788,150,16462,3134,268303,51076,268303,51076,268303,2169,374,0,0,9542,9355,81417,79821,44686,43810,95672,93796,0,0,14,14,9542,9355,141539,138764,372856,365546,328171,321736,0,0,9542,81417,44686,95672,141539,372856,0,0,0,0,57802,9306,67529,11010,67529,11010,349507,64962,27167,5257,1086,180,127694,21966,377,65,38689,9333,544142,101698,543057,101518,0,0,0,0,3672,610,3672,3672,610,0,0,544142,19924,3484,19924,3484,19924,3484,0,0,39086,39086,1543,245,9185,1461,516,82,10369,1649,21612,3438,21097,3356,39086,6444,1074,5246,1000,0,0,0,0,0,0,0,0,0,359165,79,172962,38,215051,390209,85,107156,288941,63,1211277,265,1211277,359165,128737,317159,224429,1029490,4568,0,0,0,0,296,0,9443,15480,774,0,0,0,296,0,9443,25219,25219,1970,356,0,0,0,0,0,0,0,0,0,0
MO,1969,0,0,36359,5479,36359,5479,36359,5479,1177,233,1177,233,1177,233,24613,82,4,1173,52,191471,8869,50293,2143,10128,379,40165,1764,69706,3301,1492,66,244510,11135,53039,2266,0,0,44605,7657,6203,1065,633,109,36628,6288,7499,1287,95567,16406,94934,16298,633,109,0,0,0,0,13173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19780,5797,32656,9571,30150,8836,82585,24204,82585,24204,1212891,0,0,0,0,418,70,0,0,0,0,0,0,0,0,0,14988,1435,0,0,14988,1435,0,0,44485,7867,44485,7867,44485,7867,42448,7486,42448,7486,2037,380,2037,380,2545,449,2092,369,405,71,5041,889,5041,889,425,111,8294,2162,5948,1573,32766,8542,47433,12388,47433,12388,0,47185,77899,71922,197006,197006,4375,721,2472,408,6847,1129,6847,1129,0,0,264279,50310,800,152,15434,2938,280514,53401,280514,53401,280514,2020,349,0,0,9656,9467,80599,79019,58753,57600,102850,100833,0,0,127,126,9656,9467,154814,151778,406671,398697,347919,341097,0,0,9656,80599,58753,102850,154814,406671,0,0,0,0,61712,9896,70214,11371,70214,11371,360330,67056,28281,5489,1206,200,131223,22525,389,67,40669,9900,561709,105170,560503,104970,0,0,0,0,3809,632,3809,3809,632,0,0,561709,20790,3641,20790,3641,20790,3641,0,0,39601,39601,984,157,10439,1660,573,91,11501,1829,23497,3737,22924,3646,39601,6721,1120,5749,1095,0,0,0,0,0,0,0,0,0,370068,80,177292,38,266418,404759,87,109822,313547,68,1265666,273,1265666,370068,130107,326860,241624,1068659,4640,0,0,0,0,275,0,9838,14500,725,0,0,0,275,0,9838,24613,24613,2073,374,0,0,0,0,0,0,0,0,0,0
MO,1970,0,0,37542,5657,37542,5657,37542,5657,906,179,906,179,906,179,23611,68,3,896,41,233378,10846,43764,1921,8146,305,35617,1616,93905,4447,1140,52,279245,12863,45867,2017,0,0,46544,7990,6322,1085,924,159,33140,5689,7642,1312,94571,16235,93647,16077,924,159,0,0,0,0,-7540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21047,6168,33910,9939,33000,9672,87957,25779,87957,25779,1283516,0,0,0,0,494,82,0,0,0,0,0,0,0,0,0,9733,927,0,0,9733,927,0,0,45678,8074,45678,8074,45678,8074,43971,7755,43971,7755,1707,319,1707,319,2457,433,799,141,391,69,3646,643,3646,643,328,85,8145,2123,4389,1175,32176,8388,45038,11771,45038,11771,0,50916,82035,79834,212784,212784,4457,735,2518,415,6975,1150,6975,1150,0,0,279048,53122,801,153,14534,2767,294384,56041,294384,56041,294384,1805,311,0,0,12832,12743,88258,87644,63411,62971,110364,109597,0,0,88,87,12832,12743,157667,156571,432532,429526,369121,366555,0,0,12832,88258,63411,110364,157667,432532,0,0,0,0,61413,9822,69622,11238,69622,11238,377987,70349,28120,5448,1759,291,123663,21073,383,66,40208,9769,571738,106930,569979,106638,0,0,0,0,3629,602,3629,3629,602,0,0,571738,20554,3608,20554,3608,20554,3608,0,0,33344,33344,1027,163,10396,1654,835,133,10187,1620,22446,3570,21610,3437,33344,6448,1075,6097,1162,0,0,0,0,0,0,0,0,0,390887,83,189489,40,308282,403609,86,127720,325334,69,1309319,279,1309319,390887,138574,321574,245501,1096535,4688,0,0,0,0,253,0,9873,13485,674,0,0,0,253,0,9873,23611,23611,2081,376,0,0,0,0,0,0,0,0,0,0
MO,1971,0,0,38514,5804,38514,5804,38514,5804,1047,207,1047,207,1047,207,23039,50,2,858,39,252750,11678,39662,1753,8410,315,31252,1438,85226,4036,824,38,294143,13510,41393,1832,0,0,49154,8438,6345,1089,785,135,31371,5386,7670,1317,95325,16365,94540,16230,785,135,0,0,0,0,-14717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22349,6550,34715,10174,35603,10435,92666,27159,92666,27159,1311202,0,0,0,0,669,112,0,0,0,0,0,0,0,0,0,7368,703,0,0,7368,703,0,0,45389,8024,45389,8024,45389,8024,43611,7691,43611,7691,1778,332,1778,332,2774,489,981,173,441,78,4196,740,4196,740,374,98,8246,2150,4285,1151,32576,8492,45481,11890,45481,11890,0,53892,83712,85853,223456,223456,4458,735,2150,355,6608,1090,6608,1090,0,0,293156,55807,810,154,14424,2746,308390,58707,308390,58707,308390,555,96,0,0,10054,9984,90161,89534,68253,67779,109183,108424,0,0,22,22,10054,9984,154458,153384,432108,429105,363855,361326,0,0,10054,90161,68253,109183,154458,432108,0,0,0,0,63265,10115,71985,11625,71985,11625,393739,73335,26471,5202,2468,402,121585,20708,383,66,40688,9887,584950,109534,582482,109132,0,0,0,0,5598,929,3286,5598,929,0,0,584950,21619,3784,21619,3784,21619,3784,0,0,30407,30407,160,26,8296,1320,1683,268,8240,1311,18380,2923,16697,2656,30407,6503,1084,6590,1256,0,0,0,0,0,0,0,0,0,403842,85,193962,41,330839,399348,85,116039,329740,70,1326892,281,1326892,403842,140070,315636,243887,1103435,4726,0,0,0,0,232,0,10492,12315,616,0,0,0,232,0,10492,23039,23039,1704,308,0,0,0,0,0,0,0,0,0,0
MO,1972,0,0,37246,5613,37246,5613,37246,5613,930,184,930,184,930,184,23001,47,2,1141,52,284376,13147,47931,2141,8679,325,39252,1816,96102,4551,861,39,334355,15382,49979,2235,0,0,52937,9088,7384,1268,1500,258,35592,6110,8926,1532,106339,18256,104839,17998,1500,258,0,0,0,0,-20523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23957,7021,35852,10508,38131,11176,97940,28705,97940,28705,1374721,0,0,0,0,674,112,0,0,0,0,0,0,0,0,0,6354,612,0,0,6354,612,0,0,47337,8366,47337,8366,47337,8366,45676,8056,45676,8056,1661,310,1661,310,1505,265,983,173,239,42,2727,481,2727,481,326,85,8664,2259,4393,1185,34227,8923,47610,12451,47610,12451,0,57355,85835,91291,234481,234481,4774,787,2303,380,7076,1167,7076,1167,0,0,307478,58534,809,154,13265,2525,321552,61213,321552,61213,321552,568,98,0,0,9739,9619,98722,97506,57307,58897,100347,99111,0,0,9,9,9739,9619,162078,160082,428192,425215,370886,366318,0,0,9739,98722,57307,100347,162078,428192,0,0,0,0,64720,10389,72167,11668,72167,11668,414117,77097,24235,4880,4908,800,125521,21411,348,60,43393,10497,612174,114684,607266,113885,0,0,0,0,6278,1042,3686,6278,1042,0,0,612174,24188,4224,24188,4224,24188,4224,0,0,29355,29355,336,53,5873,934,3408,542,7552,1201,17168,2731,13760,2189,29355,7854,1309,7056,1345,0,0,0,0,0,0,0,0,0,423903,89,205637,43,352945,406202,85,125813,347811,73,1383552,291,1383553,423903,148282,320367,256520,1149072,4759,0,0,0,0,228,0,10716,12057,603,0,0,0,228,0,10716,23001,23001,1757,317,0,0,0,0,0,0,0,0,0,0
MO,1973,0,0,45020,6784,45020,6784,45020,6784,1624,322,1624,322,1624,322,22950,29,1,2794,128,336660,15573,42326,1875,9100,341,33226,1534,90591,4658,1641,75,383451,17652,46791,2079,0,0,56925,9772,7444,1278,1690,290,35841,6153,8999,1545,110899,19038,109209,18748,1690,290,0,0,0,0,-65342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25757,7549,37360,10949,40708,11931,103824,30429,103824,30429,1440338,0,0,0,0,551,92,0,0,0,0,0,0,0,0,0,20858,2008,0,0,20858,2008,0,0,45377,8019,45377,8019,45377,8019,43890,7741,43890,7741,1487,278,1487,278,1496,264,591,104,238,42,2325,410,2325,410,326,85,8528,2223,4998,1354,33690,8783,47542,12445,47542,12445,0,61124,88658,96605,246387,246387,5722,944,2890,477,8613,1420,8613,1420,0,0,308639,58755,830,158,18479,3518,327948,62431,327948,62431,327948,704,121,0,0,9145,9169,90798,91038,53631,54782,117963,118275,0,0,33,33,9145,9169,153138,153543,424673,426807,371043,372025,0,0,9145,90798,53631,117963,153138,424673,0,0,0,0,73255,11692,82380,13271,82335,13263,418944,77948,23976,4826,4404,722,141963,24211,348,60,42927,10369,632214,118077,627810,117355,0,0,46,8,6277,1042,4006,6323,1050,0,0,632214,24754,4327,24799,4335,24754,4327,0,0,43807,43807,331,53,5678,903,2669,424,9390,1494,18067,2874,15399,2449,43807,7831,1305,7137,1360,0,0,0,0,0,0,0,0,0,428117,90,204660,43,415553,439845,92,134779,346182,72,1418803,297,1418804,428117,143536,351187,249577,1172418,4783,0,0,0,0,211,0,11576,11163,558,0,0,0,211,0,11576,22950,22950,2254,407,0,0,0,0,0,0,0,0,0,0
MO,1974,0,0,43475,6551,43475,6551,43475,6551,1511,299,1511,299,1511,299,26147,21,1,3131,146,334771,15523,42609,1907,8223,308,34386,1599,89431,4623,1473,69,382005,17646,47234,2123,0,0,53315,9153,6751,1159,1634,280,32399,5562,8161,1401,102260,17555,100626,17275,1634,280,0,0,0,0,-49720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24541,7193,38501,11284,40363,11830,103405,30306,103405,30306,1404839,0,0,0,0,628,105,0,0,0,0,0,0,0,0,0,17884,1713,0,0,17884,1713,0,0,43243,7642,43243,7642,43243,7642,41720,7358,41720,7358,1524,285,1524,285,1264,223,299,53,201,35,1763,311,1763,311,322,84,8364,2180,5719,1558,33041,8613,47446,12436,47446,12436,0,59343,93100,97603,250046,250046,5481,904,2768,456,8249,1360,8249,1360,0,0,307908,58616,824,157,14328,2728,323061,61500,323061,61500,323061,902,156,0,0,9024,8940,91139,90291,46772,48119,110732,109702,0,0,33,33,9024,8940,154267,152832,411933,409884,365162,361765,0,0,9024,91139,46772,110732,154267,411933,0,0,0,0,70123,11192,78766,12685,78579,12654,412299,76780,22840,4616,3744,617,130614,22320,325,56,41403,10050,610901,114384,607156,113766,0,0,187,31,5086,844,3244,5273,875,0,0,610901,23582,4132,23768,4163,23582,4132,0,0,44031,44031,520,83,5636,897,1924,306,8044,1279,16124,2565,14200,2259,44031,7676,1279,7081,1349,0,0,0,0,0,0,0,0,0,421345,88,201220,42,403171,429522,90,133820,347063,72,1399150,292,1399150,421345,141876,336423,249461,1149104,4796,0,0,0,0,226,0,13966,11954,598,0,0,0,226,0,13966,26147,26147,2209,399,0,0,0,0,0,0,0,0,0,0
MO,1975,0,0,35840,5401,35840,5401,35840,5401,927,184,927,184,927,184,27099,7,0,2328,109,381168,17734,45725,2065,7437,278,38288,1787,107200,5638,998,47,430226,19955,49057,2221,0,0,50798,8721,6917,1187,4138,710,33580,5765,8362,1435,103794,17819,99656,17108,4138,710,0,0,0,0,-43226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26063,7639,40202,11782,46588,13654,112853,33075,112853,33075,1415499,0,0,0,0,679,113,0,0,0,0,0,0,0,0,0,13315,1280,0,0,13315,1280,0,0,47037,8311,47037,8311,47037,8311,45600,8042,45600,8042,1437,268,1437,268,1015,179,425,75,161,28,1601,282,1601,282,283,74,8686,2264,6241,1712,34314,8945,49524,12995,49524,12995,0,62518,96433,111751,270701,270701,4807,793,2979,491,7786,1284,7786,1284,0,0,312427,59476,836,159,14218,2707,327481,62342,327481,62342,327481,1215,210,0,0,7552,7490,91465,90719,25714,26320,90652,89913,0,0,30,30,7552,7490,156454,155178,371837,369620,346122,343300,0,0,7552,91465,25714,90652,156454,371837,0,0,0,0,62749,10060,69748,11259,69659,11244,417166,77698,22257,4554,6582,1100,124595,21486,331,57,42837,10409,613436,115247,606854,114147,0,0,89,15,5979,993,3927,6068,1007,0,0,613436,23506,4094,23594,4108,23506,4094,0,0,40414,40414,886,141,4803,764,2355,375,7808,1242,15853,2521,13497,2147,40414,7572,1262,6087,1160,0,0,0,0,0,0,0,0,0,424724,88,204898,43,426779,410351,85,147975,372713,78,1412688,294,1412687,424724,142380,313919,260963,1141986,4808,0,0,0,0,267,0,12745,14087,704,0,0,0,267,0,12745,27099,27099,1973,356,0,0,0,0,0,0,0,0,0,0
MO,1976,0,0,30525,4600,30525,4600,30525,4600,831,165,831,165,831,165,31860,4,0,2714,126,415534,19159,48964,2180,7867,295,41097,1886,116535,6075,1109,51,468324,21517,52790,2358,0,0,58954,10121,7426,1275,4015,689,36395,6248,8977,1541,115767,19874,111752,19185,4015,689,0,0,0,0,-61985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37764,11068,32914,9646,45386,13302,116064,34016,116064,34016,1494223,0,0,0,0,706,118,0,0,0,0,0,0,0,0,0,7677,740,0,0,7677,740,0,0,44545,7870,44545,7870,44545,7870,43180,7615,43180,7615,1365,255,1365,255,1527,269,1333,235,243,43,3103,547,3103,547,280,73,8514,2219,7990,2195,33634,8768,50418,13255,50418,13255,0,90364,78759,108603,277726,277726,5340,880,3309,546,8649,1426,8649,1426,0,0,328306,62499,845,161,12879,2452,342031,65111,342031,65111,342031,6594,1138,0,0,5280,5253,98935,98435,24761,25422,91412,90950,0,0,29,29,5280,5253,161012,160198,381399,380258,356639,354836,0,0,5280,98935,24761,91412,161012,381399,0,0,0,0,64683,10495,72624,11852,72624,11852,439065,81737,24467,4904,7802,1292,130313,22720,354,61,42854,10352,644501,121004,636699,119713,0,0,0,0,7190,1193,3495,7190,1193,0,0,644501,29516,5114,29516,5114,29516,5114,0,0,39537,39537,809,129,6155,979,3787,602,8365,1331,19117,3041,15330,2438,39537,7312,1219,5365,1022,0,0,0,0,0,0,0,0,0,444349,92,254559,53,455774,397204,82,156456,375665,78,1471776,304,1471777,444349,164195,318446,267061,1194051,4839,0,0,0,0,316,0,14844,16701,835,0,0,0,316,0,14844,31860,31860,2348,424,0,0,0,0,0,0,0,0,0,0
