StateCode,Year,ABICB,ABICP,ARICB,ARICP,ARTCB,ARTCP,ARTXB,ARTXP,AVACB,AVACP,AVTCB,AVTCP,AVTXB,AVTXP,BMTCB,CLACB,CLACP,CLCCB,CLCCP,CLEIB,CLEIP,CLICB,CLICP,CLKCB,CLKCP,CLOCB,CLOCP,CLPRB,CLPRP,CLRCB,CLRCP,CLTCB,CLTCP,CLTXB,CLTXP,COICB,COICP,DFACB,DFACP,DFCCB,DFCCP,DFEIB,DFEIP,DFICB,DFICP,DFRCB,DFRCP,DFTCB,DFTCP,DFTXB,DFTXP,DKEIB,DKEIP,ELEXB,ELEXP,ELIMB,ELIMP,ELISB,ELNIB,ELNIP,EMACB,EMCCB,EMFDB,EMICB,EMLCB,EMTCB,ENACP,ENCCP,ENICP,ENPRP,ENTCP,ESACB,ESACP,ESCCB,ESCCP,ESICB,ESICP,ESRCB,ESRCP,ESTCB,ESTCP,ESTXB,ESTXP,FFTCB,FNICB,FNICP,FOICB,FOICP,FSICB,FSICP,GECCB,GEEGB,GEEGP,GEICB,GERCB,GETCB,GETXB,HYCCB,HYCCP,HYEGB,HYEGP,HYICB,HYICP,HYTCB,HYTCP,HYTXB,HYTXP,JFACB,JFACP,JFTCB,JFTCP,JFTXB,JFTXP,JKACB,JKACP,JKTCB,JKTCP,JNACB,JNACP,JNTCB,JNTCP,KSCCB,KSCCP,KSICB,KSICP,KSRCB,KSRCP,KSTCB,KSTCP,KSTXB,KSTXP,LGACB,LGACP,LGCCB,LGCCP,LGICB,LGICP,LGRCB,LGRCP,LGTCB,LGTCP,LGTXB,LGTXP,LOACB,LOCCB,LOICB,LORCB,LOTCB,LOTXB,LUACB,LUACP,LUICB,LUICP,LUTCB,LUTCP,LUTXB,LUTXP,MBICB,MBICP,MGACB,MGACP,MGCCB,MGCCP,MGICB,MGICP,MGTCB,MGTCP,MGTXB,MGTXP,MMTCB,MSICB,MSICP,NAICB,NAICP,NGACB,NGACP,NGCCB,NGCCP,NGEIB,NGEIP,NGICB,NGICP,NGLPB,NGLPP,NGMPB,NGMPP,NGPZB,NGPZP,NGRCB,NGRCP,NGTCB,NGTCP,NGTXB,NGTXP,NGVHB,NGVHP,NNACB,NNCCB,NNEIB,NNICB,NNRCB,NNTCB,NUEGB,NUEGP,NUETB,NUETP,P1ICB,P1ICP,P1TCB,P1TCP,P1TXB,P1TXP,PAACB,PAACP,PACCB,PACCP,PAEIB,PAEIP,PAICB,PAICP,PAPRB,PAPRP,PARCB,PARCP,PATCB,PATCP,PATXB,PATXP,PCCCB,PCCCP,PCEIB,PCEIP,PCICB,PCICP,PCRFB,PCTCB,PCTCP,PLICB,PLICP,PMTCB,POICB,POICP,POTCB,POTCP,POTXB,POTXP,PPICB,PPICP,REPRB,RETCB,RFACB,RFACP,RFCCB,RFCCP,RFEIB,RFEIP,RFICB,RFICP,RFTCB,RFTCP,RFTXB,RFTXP,ROPRB,SGICB,SGICP,SNICB,SNICP,SOCCB,SOCCP,SOEGB,SOEGP,SOICB,SOICP,SORCB,SOTCB,SOTXB,TEACB,TEAPB,TECCB,TECPB,TEEIB,TEICB,TEIPB,TEPRB,TERCB,TERPB,TETCB,TETPB,TETXB,TNACB,TNCCB,TNICB,TNRCB,TNTXB,TPOPP,UOICB,UOICP,USICB,USICP,WDCCB,WDEIB,WDICB,WDRCB,WDRCP,WSCCB,WSEIB,WSICB,WWCCB,WWEIB,WWICB,WWTCB,WWTXB,WXICB,WXICP,WYCCB,WYCCP,WYEGB,WYEGP,WYICB,WYICP,WYTCB,WYTCP,WYTXB,WYTXP
GA,1993,0,0,35332,5324,35332,5324,35332,5324,844,167,844,167,844,167,194264,0,0,452,18,611453,25339,43170,1720,0,0,43170,1720,0,0,99,4,655174,27081,43721,1742,0,0,145531,24984,7043,1209,1959,336,23847,4094,1463,251,179843,30874,177884,30538,1959,336,0,0,0,0,4587,0,0,389,0,0,3,0,392,112,0,1,0,113,251,73,89280,26166,99236,29084,115554,33867,304320,89191,304320,89191,1889151,0,0,0,0,0,0,2,0,0,0,47,49,49,0,0,45510,4415,434,42,45944,4457,434,42,85809,15204,85809,15204,85809,15204,79034,13939,79034,13939,6775,1265,6775,1265,368,65,125,22,773,136,1265,223,1265,223,452,118,4583,1195,9071,2560,14354,3742,28459,7614,28459,7614,535,190537,211784,246609,649464,649464,3562,587,3645,601,7207,1188,7207,1188,0,0,482704,92260,337,64,3724,712,486764,93036,486764,93036,486372,2190,378,0,0,7323,7130,59080,57525,3096,3026,171913,167388,0,0,0,0,7210,7020,118781,115655,360194,350724,357096,347698,113,110,7323,59046,3094,171813,118712,359989,286059,27233,286059,27233,53518,8475,59065,9430,59065,9430,734833,135854,12369,2539,3029,507,107558,18607,0,0,16590,4129,874380,161637,871350,161130,0,0,0,0,6274,1042,0,6274,1042,0,0,873988,14417,2527,14417,2527,14417,2527,0,0,239997,240389,15932,2534,39,6,1070,170,17398,2767,34439,5478,33369,5308,239997,539,90,3923,747,0,0,0,0,0,0,133,133,133,742941,106,354037,51,949197,807990,116,526056,515216,74,2420186,347,2420185,742406,163500,596207,268608,1770721,6978,-149,-26,0,0,2352,0,170587,17473,874,0,51,3409,2352,51,173996,193872,193821,1641,296,0,0,0,0,0,0,0,0,0,0
GA,1994,2,0,34848,5251,34848,5251,34848,5251,809,160,809,160,809,160,196067,0,0,612,24,636575,27293,48461,1933,0,0,48461,1933,0,0,108,4,685757,29254,49182,1961,0,0,149382,25667,6702,1152,1728,297,22482,3863,730,125,181024,31104,179296,30807,1728,297,0,0,0,0,-25902,0,0,111,0,0,1,0,112,32,0,0,0,32,296,87,92634,27149,102163,29942,111690,32735,306783,89913,306783,89913,1919545,0,0,0,0,0,0,2,0,0,0,44,46,46,0,0,44267,4291,416,40,44683,4331,416,40,95890,16936,95890,16936,95890,16936,93558,16501,93558,16501,2332,435,2332,435,844,149,80,14,454,80,1378,243,1378,243,956,249,4604,1200,8385,2339,14421,3759,28365,7548,28365,7548,632,197527,217847,238163,654169,654169,3723,614,3810,628,7533,1242,7533,1242,0,0,484100,92545,897,171,4066,777,489063,93493,489063,93493,488951,2447,422,0,0,7317,7104,55673,54051,1377,1340,179056,173839,0,0,0,0,7197,6987,108601,105436,352024,341771,350647,340431,121,117,7317,55652,1376,178991,108561,351897,302346,28927,302346,28927,52109,8228,57939,9231,57939,9231,746460,138016,13089,2679,2112,358,104737,18022,0,0,15605,3965,882003,163039,879891,162681,0,0,0,0,5792,962,0,5792,962,0,0,881891,13372,2334,13372,2334,13372,2334,0,0,240827,240939,11601,1845,42,7,384,61,17696,2815,29723,4728,29339,4667,240827,529,88,3040,579,0,0,0,0,0,0,143,143,143,754705,105,361769,51,986855,829555,116,543173,490898,69,2436927,340,2436928,754074,164242,611708,252735,1782759,7157,-103,-18,0,0,2252,0,171002,16585,829,0,178,5939,2252,178,176940,195956,195778,1664,301,0,0,0,0,0,0,0,0,0,0
GA,1995,2,0,36671,5526,36671,5526,36671,5526,790,156,790,156,790,156,205644,0,0,1290,52,673228,29280,49106,1949,0,0,49106,1949,0,0,193,8,723817,31288,50589,2008,0,0,158887,27300,8455,1453,2246,386,29040,4990,955,164,199582,34292,197336,33907,2246,386,0,0,0,0,12719,0,0,10,0,0,0,0,10,3,0,0,0,3,320,94,98240,28793,107456,31493,122192,35812,328208,96192,328208,96192,2033422,0,0,0,0,0,0,2,0,0,0,47,48,48,0,0,42858,4156,419,41,43277,4197,419,41,104604,18451,104604,18451,104604,18451,104405,18414,104405,18414,200,37,200,37,199,35,196,35,713,126,1108,195,1108,195,536,140,4369,1139,8718,2441,13686,3568,27309,7288,27309,7288,719,220695,241397,274501,737313,737313,3659,603,3744,617,7404,1221,7404,1221,0,0,505003,96781,323,62,4325,829,509651,97672,509651,97672,509640,2245,387,0,0,8021,7818,58004,56536,11395,11097,188450,183680,0,0,0,0,7850,7651,117648,114670,383519,373800,372123,362704,171,167,8021,57984,11391,188383,117606,383385,322151,30661,322151,30661,53928,8492,59289,9413,59289,9413,782177,144815,13420,2700,2932,495,112348,19351,0,0,15353,3857,926229,171219,923298,170724,0,0,0,0,6346,1054,0,6346,1054,0,0,926219,13317,2315,13317,2315,13317,2315,0,0,249118,249128,8698,1383,72,11,686,109,16338,2599,25794,4103,25108,3994,249118,521,87,2656,506,0,0,0,0,0,0,159,159,159,791236,108,393904,54,1052802,885643,121,571269,546635,75,2617420,357,2617419,790517,173209,644245,272134,1880106,7328,-118,-20,0,0,2273,0,180532,16585,829,0,242,6001,2273,242,186533,205634,205392,1664,301,0,0,0,0,0,0,0,0,0,0
GA,1996,3,1,36020,5428,36020,5428,36020,5428,847,168,847,168,847,168,208259,0,0,67,3,673119,29170,49886,1985,0,0,49886,1985,0,0,9,0,723082,31158,49963,1988,0,0,192508,33077,6727,1156,3253,559,31915,5484,878,151,235282,40426,232029,39867,3253,559,0,0,0,0,108281,0,0,0,0,0,0,0,0,0,0,0,0,0,327,96,103291,30273,113194,33175,128847,37763,345660,101307,345660,101307,2094771,0,0,0,0,0,0,2,0,0,0,49,51,51,0,0,47956,4638,424,41,48380,4679,424,41,98047,17293,98047,17293,98047,17293,97992,17283,97992,17283,55,10,55,10,177,31,208,37,816,144,1201,212,1201,212,460,120,4447,1159,9161,2579,13930,3631,27998,7490,27998,7490,765,241431,264577,301165,807939,807939,3551,586,3634,599,7185,1185,7185,1185,0,0,522291,100094,326,62,4732,907,527348,101063,527348,101063,527348,1438,248,0,0,8883,8684,62787,61377,5916,5776,185944,181767,0,0,0,0,8657,8463,129982,127062,393513,384666,387597,378890,226,221,8883,62772,5915,185898,129950,393417,314302,29925,314302,29925,54173,8548,59565,9476,59565,9476,825482,152574,11744,2419,3783,643,121640,20962,0,0,15624,3926,978272,180525,974489,179882,0,0,0,0,7545,1252,0,7545,1252,0,0,978272,14312,2484,14312,2484,14312,2484,0,0,256860,256860,7778,1237,66,11,530,84,21659,3445,30033,4777,29503,4693,256860,525,87,2789,531,0,0,0,0,0,0,169,169,169,835457,111,421669,56,1045318,924052,123,571162,593036,79,2774214,370,2774214,834692,180237,659474,291871,1966275,7501,-41,-7,0,0,2361,0,179053,17223,861,0,243,9379,2361,243,188432,208259,208016,2053,371,0,0,0,0,0,0,0,0,0,0
GA,1997,3,1,32447,4890,32447,4890,32447,4890,793,157,793,157,793,157,218529,0,0,378,15,716220,30784,51325,2046,0,0,51325,2046,0,0,47,2,767969,32846,51749,2062,0,0,174011,29899,5056,869,2668,458,28359,4873,460,79,210554,36178,207885,35719,2668,458,0,0,0,0,81117,0,0,0,0,0,0,0,0,0,0,0,0,0,374,109,106974,31352,115862,33957,125666,36831,348877,102250,348877,102250,2089308,0,0,0,0,0,0,2,0,0,0,52,54,54,0,0,43297,4239,412,40,43708,4280,412,40,86407,15240,86407,15240,86407,15240,86386,15236,86386,15236,21,4,21,4,158,28,136,24,767,135,1061,187,1061,187,523,136,4791,1249,8906,2503,15007,3912,29227,7800,29227,7800,892,255372,276589,299993,832846,832846,3752,619,3839,633,7590,1251,7590,1251,0,0,521783,100054,3296,632,4639,890,529718,101576,529718,101576,529718,1579,272,0,0,8519,8288,58813,57220,17215,17054,179611,174746,0,0,0,0,8195,7973,117568,114383,381726,371690,364510,354637,323,314,8519,58810,17214,179604,117563,381712,319170,30414,319170,30414,51526,8158,56995,9096,56995,9096,794219,147210,13338,2784,3177,539,112659,19481,0,0,16235,4127,939627,174141,936450,173601,0,0,0,0,8494,1410,0,8494,1410,0,0,939627,15105,2611,15105,2611,15105,2611,0,0,262479,262479,6951,1106,37,6,509,81,19229,3058,26725,4251,26217,4170,262479,516,86,2704,515,0,0,0,0,0,0,186,186,186,804003,105,437165,57,1100606,937447,122,581648,573457,75,2752074,358,2752072,803111,181794,660858,273463,1919226,7685,-37,-6,0,0,2291,1175,194396,13714,686,0,353,6600,2291,1528,200997,218529,217001,1845,333,0,0,0,0,0,0,0,0,0,0
GA,1998,1,0,36477,5497,36477,5497,36477,5497,695,138,695,138,695,138,202938,0,0,249,10,717508,30731,49607,1978,0,0,49607,1978,0,0,31,1,767394,32720,49887,1989,0,0,174891,30055,4166,716,8149,1400,30526,5246,544,93,218275,37511,210127,36110,8149,1400,0,0,0,0,89698,0,0,0,0,0,0,0,0,0,0,0,0,0,335,98,116098,34026,119681,35077,141664,41519,377778,110720,377778,110720,2108985,0,0,0,0,0,0,2,0,0,0,54,56,56,0,0,53112,5209,264,26,53376,5235,264,26,85888,15148,85888,15148,85888,15148,85888,15148,85888,15148,0,0,0,0,155,27,261,46,972,171,1388,245,1388,245,157,41,4117,1073,6087,1711,12896,3362,23258,6188,23258,6188,759,263032,271150,320954,855896,855896,3927,648,4019,663,7946,1310,7946,1310,0,0,551491,105751,811,155,4973,954,557275,106860,557275,106860,557275,1922,332,0,0,8160,7945,56921,55419,34220,33351,168956,164499,0,0,0,0,7812,7606,110308,107398,378565,368612,344344,335262,348,339,8160,56918,34219,168948,110303,378549,329212,31380,329212,31380,57714,9157,63463,10141,63463,10141,822783,152692,9256,1973,9689,1645,106902,18277,0,0,14412,3627,963042,178215,953353,176569,0,0,0,0,8855,1470,0,8855,1470,0,0,963042,16957,2952,16957,2952,16957,2952,0,0,256573,256573,5733,912,7,1,1540,245,7602,1209,14882,2367,13342,2122,256573,483,81,4014,765,0,0,0,0,0,0,202,202,202,832037,106,447556,57,1143976,905067,115,585785,599807,76,2784468,354,2784466,831278,184524,633916,278852,1928570,7864,-106,-18,0,0,2001,0,182877,12186,609,0,237,5637,2001,237,188514,202938,202701,1787,323,0,0,0,0,0,0,0,0,0,0
GA,1999,8,2,49295,7428,49295,7428,49295,7428,753,149,753,149,753,149,202675,0,0,376,15,732824,31506,49366,1968,0,0,49366,1968,0,0,51,2,782617,33491,49793,1985,0,0,186687,32082,7047,1211,6196,1065,36218,6224,318,55,236466,40637,230270,39572,6196,1065,0,0,0,0,98148,0,0,0,0,0,0,0,0,0,0,0,0,0,333,98,121250,35536,120291,35255,142507,41767,384381,112656,384381,112656,2144649,0,0,0,0,0,0,7,0,0,21,63,91,91,0,0,27930,2731,204,20,28134,2751,204,20,86840,15316,86840,15316,86840,15316,86840,15316,86840,15316,0,0,0,0,210,37,207,37,1365,241,1783,314,1783,314,462,120,4484,1169,6924,1949,14045,3661,25915,6899,25915,6899,732,266781,264670,313552,845735,845735,3968,654,4061,670,8029,1324,8029,1324,0,0,567150,108795,743,142,5121,982,573013,109920,573013,109920,573013,1808,312,0,0,9515,9264,44759,43581,33374,32505,158026,153867,0,0,0,0,9085,8846,101447,98777,347120,337994,313746,305489,430,418,9515,44757,33373,158021,101443,347107,328946,31478,328946,31478,72565,11457,78862,12538,78862,12538,850608,157872,12485,2560,8654,1456,127449,21665,0,0,15728,3957,1014924,187509,1006271,186054,0,0,0,0,8801,1461,0,8801,1461,0,0,1014924,19002,3322,19002,3322,19002,3322,0,0,231115,231115,4747,755,1,0,2457,391,6621,1053,13827,2199,11370,1808,231115,1709,285,5440,1037,0,0,0,0,0,0,216,216,216,861188,107,447761,56,1131968,907843,113,560061,586067,73,2802858,348,2802858,860456,180980,643173,272515,1957124,8046,-342,-59,0,0,2104,0,182316,12507,625,0,242,5505,2104,242,187821,202675,202433,1579,285,0,0,0,0,0,0,0,0,0,0
GA,2000,1,0,37447,5643,37447,5643,37447,5643,537,106,537,106,537,106,196564,0,0,196,8,768277,33150,51033,1990,0,0,51033,1990,0,0,24,1,819530,35149,51253,1999,0,0,196706,33804,7202,1238,5870,1009,37678,6475,417,72,247872,42597,242002,41588,5870,1009,0,0,0,0,102627,0,0,0,0,0,0,0,0,0,0,0,0,0,328,96,131169,38443,123123,36085,152039,44560,406659,119185,406659,119185,2256045,0,0,0,0,0,0,7,0,0,21,63,91,91,0,0,25087,2459,220,22,25307,2481,220,22,73968,13046,73968,13046,73968,13046,73968,13046,73968,13046,0,0,0,0,232,41,232,41,1122,198,1586,280,1586,280,451,118,5102,1330,12381,3498,15979,4166,33913,9112,33913,9112,711,283948,266531,329126,880317,880317,3909,644,4000,659,7909,1304,7909,1304,0,0,573101,109916,1162,223,5113,981,579376,111119,579376,111119,579376,1926,332,0,0,6206,6095,59865,58793,42704,42034,169155,166126,0,0,0,0,5738,5636,143406,140838,421337,413887,378631,371853,468,459,6206,59854,42696,169124,143380,421262,338660,32473,338660,32473,57288,9057,63089,10046,63089,10046,853843,158456,13727,2836,9534,1591,120631,21310,0,0,17518,4435,1015253,188629,1005720,187038,0,0,0,0,8298,1378,0,8298,1378,0,0,1015253,15610,2713,15610,2713,15610,2713,0,0,222186,222186,5172,823,30,5,3663,583,8171,1300,17036,2710,13373,2127,222186,479,80,3643,694,0,0,0,0,0,0,224,224,224,861089,105,491154,60,1184350,911431,111,560846,655843,80,2919518,355,2919517,860378,207206,644900,326717,2039200,8227,-133,-23,0,0,2252,0,175241,13469,673,0,96,5506,2252,96,180747,196564,196468,1396,252,0,0,0,0,0,0,0,0,0,0
GA,2001,2,0,39444,5944,39444,5944,39444,5944,467,92,467,92,467,92,164904,0,0,256,10,720457,30891,51277,1994,0,0,51277,1994,0,0,32,1,772021,32896,51565,2005,0,0,206220,35439,9376,1611,3158,543,45971,7900,354,61,265080,45554,261921,45011,3158,543,0,0,0,0,127887,0,0,0,0,0,0,0,0,0,0,0,0,0,359,105,134311,39364,115806,33941,151425,44380,401901,117790,401901,117790,2147460,0,0,0,0,0,0,7,0,0,21,73,101,101,0,0,26526,2567,302,29,26829,2596,302,29,56150,9903,56150,9903,56150,9903,56150,9903,56150,9903,0,0,0,0,347,61,133,24,1027,181,1507,266,1507,266,458,119,3587,935,9598,2708,11236,2929,24880,6692,24880,6692,773,288872,249072,325682,864399,864399,3581,591,3665,604,7246,1195,7246,1195,0,0,579456,111135,406,78,12188,2338,592050,113550,592050,113550,592050,1868,322,0,0,8204,7930,52393,50645,35330,34666,142659,137899,0,0,0,0,7667,7411,124111,119969,362695,351109,327366,316443,537,519,8204,52385,35325,142638,124092,362643,351739,33682,351739,33682,58363,9214,63785,10139,63785,10139,850420,157929,13718,2686,4122,696,131919,23082,0,0,12617,3171,1012795,187564,1008674,186868,0,0,0,0,7351,1220,0,7351,1220,0,0,1012795,15121,2642,15121,2642,15121,2642,0,0,192060,192060,4087,650,1,0,963,153,5798,922,10850,1726,9886,1572,192060,487,81,4013,765,0,0,0,0,0,0,226,226,226,859756,103,491144,59,1138414,845032,101,543799,623214,74,2819146,337,2819147,858983,202272,595960,297532,1954747,8377,-25,-4,0,0,1595,0,150327,9067,453,0,245,3671,1595,245,153997,164904,164659,1425,257,0,0,0,0,0,0,0,0,0,0
GA,2002,2,0,37339,5627,37339,5627,37339,5627,577,114,577,114,577,114,255738,0,0,117,5,759665,32637,47323,1828,0,0,47323,1828,0,0,16,1,807121,34470,47456,1833,0,0,197074,33867,5973,1027,2568,441,38149,6556,320,55,244084,41946,241516,41505,2568,441,0,0,0,0,117444,0,0,0,0,0,0,0,0,0,0,0,0,0,634,186,137847,40401,118066,34603,165822,48600,422368,123789,422368,123789,2208549,0,0,0,0,0,0,7,0,0,21,79,107,107,0,0,27332,2687,295,29,27627,2716,295,29,42128,7430,42128,7430,42128,7430,42128,7430,42128,7430,0,0,0,0,267,47,113,20,458,81,838,148,838,148,491,128,3592,936,10011,2823,11251,2933,25345,6820,25345,6820,1303,283322,242666,340822,868113,868113,3539,584,3621,597,7160,1181,7160,1181,0,0,596240,114419,355,68,12441,2387,609036,116875,609036,116875,609036,2006,346,0,0,8726,8509,49873,48631,57825,56588,146808,143152,0,0,0,0,8183,7979,129902,126667,393134,383546,335309,326958,543,530,8726,49872,57824,146805,129899,393127,324827,31108,324827,31108,59610,9481,64450,10307,64450,10307,851331,158337,10187,2078,3150,534,131604,23059,0,0,12029,3069,1008301,187077,1005151,186543,0,0,0,0,9597,1593,0,9597,1593,0,0,1008301,18537,3237,18537,3237,18537,3237,0,0,283704,283704,11282,1795,0,0,582,93,11393,1812,23257,3699,22675,3607,283704,479,80,5235,997,0,0,0,0,0,0,231,231,231,861993,101,482985,57,1173038,931441,109,608531,658103,77,2934523,345,2934523,860691,199663,688775,317281,2066410,8508,-44,-8,0,0,1634,0,236607,9203,460,0,239,8054,1634,239,244662,255738,255499,1262,228,0,0,0,0,0,0,0,0,0,0
GA,2003,2,0,35913,5412,35913,5412,35913,5412,708,140,708,140,708,140,179384,0,0,0,0,773493,33350,45538,1761,0,0,45538,1761,0,0,0,0,819031,35111,45538,1761,0,0,209800,36054,5477,941,3574,614,37966,6525,225,39,257043,44173,253469,43559,3574,614,0,0,0,0,142458,0,0,0,0,0,0,0,0,0,0,0,0,0,615,180,138370,40554,118629,34768,164370,48174,421985,123677,421985,123677,2244135,0,0,0,0,0,0,8,0,0,15,102,125,125,0,0,41642,4113,278,27,41920,4140,278,27,49837,8790,49837,8790,49837,8790,49837,8790,49837,8790,0,0,0,0,270,48,251,44,377,66,898,158,898,158,759,198,3583,934,6915,1942,12340,3217,23596,6290,23596,6290,1341,301623,258589,358299,919853,919853,3272,539,3348,552,6620,1091,6620,1091,0,0,601574,115621,353,68,13297,2556,615223,118244,615223,118244,615223,1883,325,0,0,8149,7916,51753,50273,33045,32258,164098,159406,0,0,0,0,7482,7268,133730,129907,390774,379761,357729,347502,667,648,8149,51751,33043,164092,133725,390760,346601,33257,346601,33257,56173,8905,60800,9699,60800,9699,878468,163333,9751,2001,4391,744,128792,22224,0,0,12942,3322,1034344,191625,1029952,190881,0,0,0,0,8964,1488,0,8964,1488,0,0,1034344,16661,2897,16661,2897,16661,2897,0,0,221665,221665,12518,1991,68,11,817,130,14442,2297,27846,4429,27028,4299,221665,495,83,4115,784,0,0,0,0,0,0,236,236,236,888574,103,503204,58,1199380,883719,102,568266,679362,79,2954859,343,2954859,887233,201580,625130,321063,2035006,8623,-16,-3,0,0,1701,0,160246,9688,484,0,209,7540,1701,209,167786,179384,179175,1217,220,0,0,0,0,0,0,0,0,0,0
GA,2004,0,0,43956,6624,43956,6624,43956,6624,1055,209,1055,209,1055,209,189388,0,0,157,6,789365,36094,45451,1771,0,0,45451,1771,0,0,17,1,834991,37872,45626,1778,0,0,222233,38197,6268,1077,1453,250,35882,6167,234,40,266070,45732,264617,45483,1453,250,0,0,0,0,193233,0,0,0,0,0,0,0,0,0,0,0,0,0,615,180,144384,42316,122305,35846,174433,51124,441737,129466,441737,129466,2321866,0,0,0,0,0,0,8,0,0,17,111,135,135,0,0,36744,3668,239,24,36983,3692,239,24,52033,9177,52033,9177,52033,9177,52033,9177,52033,9177,0,0,0,0,121,21,599,106,527,93,1247,220,1247,220,722,188,4377,1141,6356,1788,12991,3387,24446,6504,24446,6504,1364,320006,271072,386607,979048,979048,3315,547,3392,559,6706,1106,6706,1106,0,0,613050,117872,355,68,14619,2811,628023,120751,628023,120751,628023,1696,293,0,0,7163,6962,56636,55047,47306,45926,165193,160559,0,0,0,0,6415,6235,130142,126492,406441,394986,359134,349060,748,727,7163,56635,47306,165190,130141,406436,351921,33748,351921,33748,62395,9859,67412,10729,67412,10729,916376,170002,11120,2308,2000,337,137192,23479,0,0,13752,3520,1080440,199646,1078439,199309,0,0,0,0,8936,1563,0,8936,1563,0,0,1080440,14448,2570,14448,2570,14448,2570,0,0,226739,226739,23967,3812,0,0,548,87,17940,2853,42455,6753,41907,6666,226739,0,0,2609,497,0,0,0,0,0,0,234,234,234,925518,106,533972,61,1227552,919044,105,578661,715225,82,3093760,353,3093760,924155,213966,647973,328618,2114712,8769,0,0,0,0,1663,0,172832,9930,496,0,216,4746,1663,216,177578,189388,189171,1206,218,0,0,0,0,0,0,0,0,0,0
GA,2005,0,0,42612,6421,42612,6421,42612,6421,1124,223,1124,223,1124,223,177644,0,0,1120,45,856300,39137,43492,1700,0,0,43492,1700,0,0,97,4,901010,40887,44709,1749,0,0,248718,42750,4908,844,1670,287,39833,6846,242,42,295370,50768,293700,50481,1670,287,0,0,0,0,110786,0,0,2316,1,18,53,7,2370,668,0,15,3,683,593,174,152391,44663,118061,34602,180244,52827,451290,132265,451290,132265,2450179,0,0,0,0,0,0,8,0,0,19,126,153,153,0,0,40119,4012,198,20,40317,4032,198,20,54295,9576,54295,9576,54295,9576,54295,9576,54295,9576,0,0,0,0,140,25,714,126,384,68,1238,218,1238,218,1067,278,3253,848,8331,2345,10889,2839,23541,6310,23541,6310,1267,325390,252088,384862,963606,963606,3297,544,3374,556,6671,1100,6671,1100,0,0,621240,119515,358,69,14088,2710,635686,122294,635686,122294,633316,1686,291,0,0,6862,6629,54762,52902,75567,72267,161694,156202,0,0,0,0,5908,5708,128939,124560,427825,412560,352258,340293,954,921,6862,54762,75567,161694,128939,427825,329092,31534,329092,31534,61795,9796,66740,10655,66740,10655,957726,177336,8659,1785,2823,470,142991,24711,0,0,11515,2948,1123714,207251,1120891,206781,0,0,0,0,8982,1571,0,8982,1571,0,0,1121345,15095,2693,15095,2693,15095,2693,0,0,215991,218351,27986,4451,0,0,1154,184,18944,3013,48084,7648,46930,7465,215974,0,0,3196,609,0,0,0,0,0,0,237,237,237,966448,108,543372,61,1304110,886067,99,545083,712519,80,3108407,348,3108407,965182,217982,633980,327657,2144801,8926,0,0,0,0,1043,0,162890,6498,325,0,209,4627,1043,209,167517,175267,175058,1230,222,0,0,0,0,0,0,0,0,0,0
GA,2006,0,0,44366,6686,44366,6686,44366,6686,929,184,929,184,929,184,184728,0,0,0,0,851994,38890,40739,1587,0,0,40739,1587,0,0,0,0,892732,40477,40739,1587,0,0,238273,41060,4719,813,790,136,34217,5896,178,31,278177,47937,277387,47801,790,136,0,0,0,0,128512,0,0,3340,2,53,80,22,3422,963,1,23,9,987,609,179,155405,45547,118016,34588,186024,54521,460054,134834,460054,134834,2416683,0,0,0,0,0,0,7,0,0,19,146,172,172,0,0,25249,2546,231,23,25480,2569,231,23,37148,6552,37148,6552,37148,6552,37148,6552,37148,6552,0,0,0,0,41,7,758,134,356,63,1155,204,1155,204,990,258,3239,844,8602,2427,9822,2560,22653,6090,22653,6090,1298,331129,251463,396372,980261,980261,3213,530,3287,542,6500,1072,6500,1072,0,0,610257,117561,369,71,14576,2808,625202,120440,625202,120440,621780,1347,232,0,0,7275,7066,49562,48137,99238,95407,164340,159614,0,0,0,0,6272,6092,113510,110245,433924,420469,334687,325062,1003,974,7275,49562,99237,164339,113509,433920,333981,32006,333981,32006,63260,10011,67798,10795,67798,10795,940908,174113,8368,1736,1142,192,132678,23055,0,0,10356,2654,1093452,201750,1092309,201558,0,0,0,0,9170,1603,0,9170,1603,0,0,1090030,14848,2650,14848,2650,14848,2650,0,0,207231,210622,50098,7968,0,0,352,56,12024,1912,62474,9937,62121,9881,207178,0,0,3196,609,0,0,0,0,0,0,241,241,241,950090,104,545438,60,1311804,881858,96,541212,712411,78,3089797,337,3089797,948792,214309,630395,316039,2109536,9156,0,0,0,0,968,0,168602,5764,288,0,202,5750,968,202,174352,181285,181083,1136,205,0,0,0,0,0,0,0,0,0,0
